"","site_key","longitude_decimal_degrees","latitude_decimal_degrees","location_accuracy_min","location_accuracy_max","hzn_top","hzn_bot","hzn_desgn","db","w3cld","w15l2","tex_psda","clay_tot_psa","silt_tot_psa","sand_tot_psa","oc_v","ph_h2o_v","ksat_lab","ksat_field","source_db","location_id","hzn_depth"
"11997","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,70,10,NA,NA,0.00060048,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"11998","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",31,66,3,NA,NA,0.00047088,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"11999","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,71,7,NA,NA,0.00186624,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12000","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,75,5,NA,NA,0.00383616,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12001","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,74,18,NA,NA,0.00428544,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12002","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,72,16,NA,NA,0.00355104,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12003","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",15,66,19,NA,NA,0.00191808,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12004","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,77,3,NA,NA,0.011664,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12005","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",32,67,1,NA,NA,0.00451872,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12006","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",28,71,1,NA,NA,0.00618624,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12007","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",33,66,1,NA,NA,0.00702432,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12008","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,75,2,NA,NA,0.00265248,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12009","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,76,1,NA,NA,0.001944,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12010","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",27,72,1,NA,NA,0.00148608,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12011","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",19,79,2,NA,NA,0.0009072,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12012","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",27,72,1,NA,NA,0.00144288,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12013","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",37,62,1,NA,NA,0.00106272,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12014","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",0.5,66,34,NA,NA,5.94432,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12015","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",0.3,65,35,NA,NA,4.69152,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12016","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"sandy loam",0.2,35,65,NA,NA,56.5056,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12017","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",0.3,67,33,NA,NA,13.1328,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12018","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",0.5,75,25,NA,NA,11.7504,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12019","Alex Sanzeni_2013_5_4",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",0.5,71,29,NA,NA,0.646272,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12020","Alex Sanzeni_2013_5_5",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"sandy loam",0.8,36,63,NA,NA,7.9056,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12021","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",7.5,73,20,NA,NA,0.141696,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12022","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",11.5,71.5,17,NA,NA,0.365472,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12023","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,74,18,NA,NA,0.171072,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12024","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",9,66,25,NA,NA,0.201312,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12025","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",11,75,14,NA,NA,0.08208,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12026","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,71,17,NA,NA,0.0748224,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12027","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,72,20,NA,NA,0.0821664,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12028","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,75,17,NA,NA,0.0713664,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12029","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,75,14,NA,NA,0.061344,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12030","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",7,76,16,NA,NA,0.0788832,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12031","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",10,71,19,NA,NA,0.04104,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12032","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",11,68,21,NA,NA,0.0806976,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12033","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",9,77,13.3,NA,NA,0.02592,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12034","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",7,80,13,NA,NA,0.0395712,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12035","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",8,80,12,NA,NA,0.047952,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12036","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",21,77,2,NA,NA,0.40608,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12037","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",27,67,6,NA,NA,0.00024192,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12038","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",18,72,10,NA,NA,0.004752,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12039","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",31,68,1,NA,NA,0.00010368,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12040","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",28,72,0.5,NA,NA,0.000216,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12041","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,73,4,NA,NA,0.00022464,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12042","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,75,5,NA,NA,0.016416,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12043","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",18,77,5,NA,NA,0.025056,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12044","Alex Sanzeni_2013_5_6",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,80,8,NA,NA,0.02592,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12045","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",15,70,15,NA,NA,0.00705024,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12046","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,68,9,NA,NA,0.00299808,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12047","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",15,74,11,NA,NA,0.00393984,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12048","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",15,72,13,NA,NA,0.00424224,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12049","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,72,16,NA,NA,0.00506304,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12050","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",13,71,16,NA,NA,0.00499392,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12051","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",14,72,14,NA,NA,0.00266976,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12052","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",13,72,15,NA,NA,0.00741312,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12053","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",13,75,12,NA,NA,0.00310176,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12054","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,73,4,NA,NA,0.000109728,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12055","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,75,1.5,NA,NA,0.000149472,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12056","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,69,9,NA,NA,0.000260064,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12057","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",21,72,7,NA,NA,0.0001944,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12058","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,70,8,NA,NA,0.000236736,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12059","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",27,65,8,NA,NA,0.000242784,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12060","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",30,62.4,7.6,NA,NA,0.000451008,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12061","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",21,72,7,NA,NA,0.000551232,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12062","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",21,74,4.1,NA,NA,0.00041904,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12063","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,75,3,NA,NA,0.000291168,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12064","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",17,64,19,NA,NA,0.000755136,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12065","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,72,5.4,NA,NA,0.000381024,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12066","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",22,66,12,NA,NA,0.000641952,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12067","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",12,64,24,NA,NA,0.00167616,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12068","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,54,38,NA,NA,0.00229824,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12069","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",6,63,31,NA,NA,0.00624672,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12070","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",7,81,12,NA,NA,0.806112,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12071","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",6,81,12,NA,NA,0.127008,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12072","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",5,74,21,NA,NA,0.409536,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12073","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",8,80,12,NA,NA,0.0452736,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12074","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",7,73,20,NA,NA,0.102816,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12075","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt",9,84,7,NA,NA,0.179712,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12076","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",8,79,13,NA,NA,0.087264,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12077","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",10,75,15,NA,NA,0.24192,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12078","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",6,78,15,NA,NA,0.162432,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12079","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",10,79,11,NA,NA,0.180576,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12080","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",9,71,20,NA,NA,0.176256,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12081","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",11,75,13,NA,NA,0.19008,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12082","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",29,64,6,NA,NA,0.00014256,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12083","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",19,65,16,NA,NA,0.00204768,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12084","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",32,64,3.5,NA,NA,0.000222048,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12085","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,71,8,NA,NA,0.000357696,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12086","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,71,6,NA,NA,0.000634176,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12087","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,73,6,NA,NA,0.00114048,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12088","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",20,72,8,NA,NA,0.000677376,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12089","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",28,70,2,NA,NA,0.000183168,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12090","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",25,72,2,NA,NA,0.00141696,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12091","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",27,67,6,NA,NA,0.000294624,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12092","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",17,78,4,NA,NA,0.000687744,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12093","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silty clay loam",30,67,3,NA,NA,0.00027648,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12094","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",24,73,2.5,NA,NA,0.000755136,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12095","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",19,76,4.5,NA,NA,0.00044496,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12096","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",23,69,8,NA,NA,0.000624672,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12097","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",18,72,10,NA,NA,0.0017712,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12098","Alex Sanzeni_2013_5_3",11.662988,45.175186,10000,NA,0,15,NA,NA,NA,NA,"silt loam",16,66,18,NA,NA,0.0016416,NA,"ETH_literature","ID_11.66299_45.17519",7.5
"12099","Vogeler et al _2018_6",170.199609,-45.949133,250,500,0,15,NA,1.22,40.2,10.8,"silty clay loam",27,68,4,NA,NA,NA,144,"ETH_literature","ID_170.19961_-45.94913",7.5
"12100","Vogeler et al _2018_6",170.199609,-45.949133,250,500,15,30,NA,1.34,37.7,20.3,"silty clay loam",33,57,10,NA,NA,NA,48,"ETH_literature","ID_170.19961_-45.94913",22.5
"12101","Vogeler et al _2018_6",170.199609,-45.949133,250,500,30,50,NA,1.65,34.5,23.6,"silty clay loam",29,66,5,NA,NA,NA,19.2,"ETH_literature","ID_170.19961_-45.94913",40
"12102","Vogeler et al _2018_6",170.199609,-45.949133,250,500,50,80,NA,1.8,32.4,21.6,"silt loam",25,69,5,NA,NA,NA,19.2,"ETH_literature","ID_170.19961_-45.94913",65
"12103","Vogeler et al _2018_6",170.199609,-45.949133,250,500,80,150,NA,1.84,31.1,22.4,"silt loam",26,70,5,NA,NA,NA,19.2,"ETH_literature","ID_170.19961_-45.94913",115
"12104","Vogeler et al _2018_6",170.199609,-45.949133,250,500,0,15,NA,1.32,36.5,19.3,"silty clay loam",27,68,4,NA,NA,NA,144,"ETH_literature","ID_170.19961_-45.94913",7.5
"12105","Vogeler et al _2018_6",170.199609,-45.949133,250,500,15,30,NA,1.35,36.9,21.1,"silty clay loam",33,57,10,NA,NA,NA,124.8,"ETH_literature","ID_170.19961_-45.94913",22.5
"12106","Vogeler et al _2018_6",170.199609,-45.949133,250,500,30,50,NA,1.5,37.8,24.2,"silty clay loam",29,66,5,NA,NA,NA,26.4,"ETH_literature","ID_170.19961_-45.94913",40
"12107","Vogeler et al _2018_6",170.199609,-45.949133,250,500,50,80,NA,1.53,36.7,21.9,"silt loam",25,69,5,NA,NA,NA,19.2,"ETH_literature","ID_170.19961_-45.94913",65
"12108","Vogeler et al _2018_6",170.199609,-45.949133,250,500,80,150,NA,1.53,36.7,21.9,"silt loam",26,70,5,NA,NA,NA,19.2,"ETH_literature","ID_170.19961_-45.94913",115
"12109","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.46,NA,NA,"silty clay loam",35,53,12,NA,NA,20.2,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12110","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.58,NA,NA,"silty clay loam",28,58,14,NA,NA,5.8,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12111","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.51,NA,NA,"silt loam",20,64,16,NA,NA,10.4,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12112","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.49,NA,NA,"silty clay loam",30,51,19,NA,NA,10.1,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12113","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.53,NA,NA,"silt loam",19,66,15,NA,NA,15.7,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12114","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.58,NA,NA,"loam",25,47,28,NA,NA,6.5,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12115","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.49,NA,NA,"silty clay loam",30,57,13,NA,NA,8.4,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12116","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.43,NA,NA,"silt loam",16,68,16,NA,NA,28.4,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12117","Jabro_1992_8",-76.275006,40.018509,500,1000,20,40,NA,1.61,NA,NA,"silty clay loam",35,47,18,NA,NA,6.8,NA,"ETH_literature","ID_-76.27501_40.01851",30
"12118","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.47,NA,NA,"silty clay loam",37,45,18,NA,NA,30.5,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12119","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.64,NA,NA,"silt loam",22,55,23,NA,NA,2.3,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12120","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.61,NA,NA,"silt loam",21,65,14,NA,NA,3.6,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12121","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.5,NA,NA,"silty clay loam",28,58,14,NA,NA,8.1,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12122","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.55,NA,NA,"silt loam",20,68,12,NA,NA,11.2,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12123","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.58,NA,NA,"loam",21,41,38,NA,NA,5.6,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12124","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.43,NA,NA,"silty clay loam",28,59,13,NA,NA,19.4,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12125","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.42,NA,NA,"silt loam",22,68,10,NA,NA,21.2,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12126","Jabro_1992_8",-76.275006,40.018509,500,1000,40,60,NA,1.6,NA,NA,"silty clay loam",27,55,18,NA,NA,6.6,NA,"ETH_literature","ID_-76.27501_40.01851",50
"12127","Redcliffe_1990_9",-83.303722,33.725706,500,1000,10,27,NA,1.55,NA,NA,"sandy loam",8.7,25.7,65.6,NA,NA,576.72,NA,"ETH_literature","ID_-83.30372_33.72571",18.5
"12128","Redcliffe_1990_9",-83.303722,33.725706,500,1000,27,50,NA,1.67,NA,NA,"loam",21.2,28.3,50.5,NA,NA,146.4,NA,"ETH_literature","ID_-83.30372_33.72571",38.5
"12129","Redcliffe_1990_9",-83.303722,33.725706,500,1000,50,68,NA,1.52,NA,NA,"sandy clay loam",26.8,22.1,51.1,NA,NA,379.2,NA,"ETH_literature","ID_-83.30372_33.72571",59
