,site_id,var,len_scale,nugget,nu,r2,max_scale,min_scale,var_type,direction,geological_unit,measurement_method,medium,data_source,ISO 3166
0,Alto_Rio_Grande_basin,0.5824847265370309,12357.00911204488,0.2908857037934999,nan,0.4723192795698322,11408.02357569555,2612.808396663982,saturated_hydraulic_conductivty,x,1/1,,,10.1590/S0100-06832011000500029,BRA
1,Amik_Plain,0.6812507394460322,3504.9932726839147,0.2997327214171578,nan,0.765383442734922,24452.82551631916,954.9386690439624,saturated_hydraulic_conductivty,x,1/3,,,10.1007/s11119-014-9379-0,TUR
2,Amik_Plain,0.20797550223623995,21103.925642404807,0.8390059787271568,nan,0.5826002610608016,24474.719166478066,1011.2079595760506,saturated_hydraulic_conductivty,x,2/3,,,10.1007/s11119-014-9379-0,TUR
3,Amik_Plain,0.11590778196229794,20810.27102249704,0.9088037645027441,nan,0.22230496736275263,25225.206073388177,949.2946030198882,saturated_hydraulic_conductivty,x,3/3,,,10.1007/s11119-014-9379-0,TUR
4,Aurora_oil_sands_mine,0.08532457504880103,359.6923266252078,0.7009941684534836,nan,0.28551583245143675,388.1429816913688,21.97035745422842,saturated_hydraulic_conductivty,x,1/1,,,10.1016/j.geoderma.2015.08.014,CAN
5,Baishuihe_Landslide,9.978922313627123,2565.803938518397,1.448228236270062,nan,0.15016910705983944,38.07391581460898,1.9072775748000368,saturated_hydraulic_conductivty,x,1/2,,,10.1155/2018/7290640,CHN
6,Baishuihe_Landslide,5.717846496665044,283.59989709505186,0.11115932135013033,nan,0.9194421065367797,399.2521509895015,50.01774624063375,saturated_hydraulic_conductivty,x,2/2,,,10.1155/2018/7290640,CHN
7,Bekkevoort_field_experiment,1.1264034317585447,2.4379167115122398,2.3149548689108217,nan,0.24444292267760637,13.848533610736364,0.4761362959110133,saturated_hydraulic_conductivty,x,1/3,,,10.1097/00010694-199603000-00003,BEL
8,Botucatu_Formation,1.643833457765365,2.4202948535619964,1.2627152489399755e-11,nan,0.5568009817358142,5.999239135736232,1.0123942837633522,saturated_hydraulic_conductivty,x,1/1,,,10.1016/j.compgeo.2018.03.004,BRA
9,Caldwell_County_site,104.24496997397559,349012.8393477635,1.7398458761039892,nan,0.06197129734506435,472.5514988672883,83.98564769755905,saturated_hydraulic_conductivty,x,1/1,,,10.1016/j.catena.2019.104335,USA
10,Calingri_farm_site,0.00011496644933995334,0.07603881915148139,0.00010304994810681006,nan,0.5714586808331483,0.0700884595607544,0.0100825750888857,saturated_hydraulic_conductivty,x,1/1,,,10.2136/sssaj2004.0312,AUS
11,Campania_Plain_site,0.03792585683527052,3.7317148900281087,0.0033401396835725894,nan,0.7664280748517749,18.073404538133143,0.9867546561996656,saturated_hydraulic_conductivty,x,1/1,,,10.1016/0016-7061(94)00050-K,ITA
12,Campinas_Experimental_Center,0.19428686715265175,72.31272280260146,0.302259256302003,nan,0.9039205560216617,102.11982069540036,12.96115397584148,saturated_hydraulic_conductivty,x,1/1,,,10.1590/S0100-06832010000100001,BRA
13,Cemagref_Experimental_Station,0.8172416649313007,29.017749856356186,0.28610479692937263,nan,0.9187069761722265,26.099660158287147,4.023359103230503,saturated_hydraulic_conductivty,x,1/1,,,10.1016/j.agwat.2010.05.005,FRA
14,CNR_experimental_farm,0.01737901141225572,2.6076747307862354,0.0014946088069924077,nan,0.6559094599842454,11.997515737233533,0.9764009314557632,saturated_hydraulic_conductivty,x,1/1,,,10.1016/0016-7061(93)90025-G,ITA
15,Dal_Lake_catchment,297.92944858385545,1717.307649372744,0.7763631539805887,nan,0.9041416765968369,4.567144240077447,0.1943465634075507,saturated_hydraulic_conductivty,x,1/1,,,10.1134/S1064229320030060,IND
16,Domaine_of_Lavalette,1.1177049217255843,19.49501203305653,1.1756553960098476e-16,nan,0.886941036931287,26.16028574617704,4.088625962719055,saturated_hydraulic_conductivty,x,1/1,,,10.1016/0933-3630(94)90020-5,FRA
17,East_Central_Kansas,0.2308400567024233,3.9401587605001005,0.5086966183702704,nan,0.15347534493449289,3.7719560439560462,0.3517762237762234,saturated_hydraulic_conductivty,x,1/1,,,10.1061/(ASCE)1084-0699(1996)1:3(131),USA
18,Eutric_Regosol_site,1.1300894786565763,2.621370059457997,2.3213869993436216,nan,0.2331779664546958,13.848377538483774,0.5044446050444478,saturated_hydraulic_conductivty,x,1/3,,,10.1016/S0933-3630(96)00093-1,BEL
19,Eutric_Regosol_site,3.972555279715615,86.55433011157739,0.8156850575336917,nan,0.8538953724220775,18.57448503206378,1.9951046796239569,saturated_hydraulic_conductivty,x,2/3,,,10.1016/S0933-3630(96)00093-1,BEL
20,Eutric_Regosol_site,0.26313148789509466,11.472452019803496,0.5209640946883277,nan,0.7554851291816684,16.42335737018088,1.5065866333642193,saturated_hydraulic_conductivty,x,3/3,,,10.1016/S0933-3630(96)00093-1,BEL
21,Fall_Line_Hills_Pine_Flat,14.54232334074854,6850.673555063534,0.08118389188559287,nan,0.6158750152100121,29.966525025940022,1.1015860467414402,saturated_hydraulic_conductivty,x,1/1,,,10.2136/sssaj1998.03615995006200010012x,USA
22,Fall_Line_Hills_Troup,0.042552280093381085,61.42740005458184,0.051141452807731545,nan,0.4638118963829332,85.02196091319522,0.9255612774929212,saturated_hydraulic_conductivty,x,1/1,,,10.2136/sssaj1998.03615995006200010012x,USA
23,Fuchu_Honmachi_paddy_field,0.034536961380290276,47.19559247648002,9.733732125056809e-21,nan,0.8597414951739882,95.6862911125743,7.698922156737655,saturated_hydraulic_conductivty,x,1/1,,,10.1007/s10333-009-0190-x,JPN
