,x,y,z,Hydraulic_conductivity_m/d
5898,1680.0,3587.5,429.4,1e-05
5899,1689.6,3608.0,429.4,1e-05
5900,1699.2,3628.5,429.4,5e-05
5901,1708.8,3649.0,429.4,5e-05
5902,1718.4,3669.5,429.4,5e-05
5903,1728.0,3690.0,429.4,5e-05
5904,1737.6,3710.5,429.4,5e-05
5905,1747.2,3731.0,429.4,5e-05
5906,1756.8,3751.5,429.4,5e-05
5907,1766.4,3772.0,429.4,5e-05
5908,1776.0,3792.5,429.4,5e-05
5909,1785.6,3813.0,429.4,5e-05
5910,1795.2,3833.5,429.4,5e-05
5911,1804.8,3854.0,429.4,5e-05
5912,1814.4,3874.5,429.4,5e-05
5913,1824.0,3895.0,429.4,5e-05
5914,1833.6,3915.5,429.4,5e-05
5915,1843.2,3936.0,429.4,5e-05
5916,1852.8,3956.5,429.4,5e-05
5917,1862.4,3977.0,429.4,5e-05
5918,1872.0,3997.5,429.4,5e-05
5919,1881.6,4018.0,429.4,5e-05
5920,1891.2,4038.5,429.4,5e-05
5921,1900.8,4059.0,429.4,5e-05
5922,1910.4,4079.5,429.4,5e-05
5923,1920.0,4100.0,429.4,5e-05
5924,1929.6,4120.5,429.4,5e-05
5925,1939.2,4141.0,429.4,5e-05
5926,1948.8,4161.5,429.4,5e-05
5927,1958.4,4182.0,429.4,5e-05
5928,1968.0,4202.5,429.4,5e-05
5929,1977.6,4223.0,429.4,5e-05
5930,1987.2,4243.5,429.4,5e-05
5931,1996.8,4264.0,429.4,5e-05
5932,2006.4,4284.5,429.4,5e-05
5933,2016.0,4305.0,429.4,5e-05
5934,2025.6,4325.5,429.4,5e-05
5935,2035.2,4346.0,429.4,5e-05
5936,2044.8,4366.5,429.4,5e-05
5937,2054.4,4387.0,429.4,1e-24
5938,2064.0,4407.5,429.4,5e-05
5939,2073.6,4428.0,429.4,5e-05
5940,2083.2,4448.5,429.4,5e-05
5941,2092.8,4469.0,429.4,5e-05
5942,2102.4,4489.5,429.4,1e-05
5943,2112.0,4510.0,429.4,1e-05
5944,2121.6,4530.5,429.4,1e-05
5945,2131.2,4551.0,429.4,1e-05
5946,2140.8,4571.5,429.4,0.0025
5947,2150.4,4592.0,429.4,0.0025
5948,2160.0,4612.5,429.4,0.0025
5949,2169.6,4633.0,429.4,0.0025
5950,2179.2,4653.5,429.4,0.0025
5951,2188.8,4674.0,429.4,0.0025
5952,2198.4,4694.5,429.4,0.0025
5953,2208.0,4715.0,429.4,0.0025
5954,2217.6,4735.5,429.4,0.0025
5955,2227.2,4756.0,429.4,0.0025
5956,2236.8,4776.5,429.4,0.0025
5957,2246.4,4797.0,429.4,0.0025
5958,2256.0,4817.5,429.4,0.0025
5959,2265.6,4838.0,429.4,0.0025
5960,2275.2,4858.5,429.4,0.0025
5961,2284.8,4879.0,429.4,0.0025
5962,2294.4,4899.5,429.4,0.0025
5963,2304.0,4920.0,429.4,0.0025
5964,2313.6,4940.5,429.4,0.0025
5965,2323.2,4961.0,429.4,0.0025
5966,2332.8,4981.5,429.4,0.0025
5967,2342.4,5002.0,429.4,0.0025
5968,2352.0,5022.5,429.4,0.0025
5969,2361.6,5043.0,429.4,0.0025
5970,2371.2,5063.5,429.4,0.0025
5971,2380.8,5084.0,429.4,0.0025
5972,2390.4,5104.5,429.4,0.0025
5973,2400.0,5125.0,429.4,0.0025
5974,2409.6,5145.5,429.4,0.0025
5975,2419.2,5166.0,429.4,0.0025
5976,2428.8,5186.5,429.4,0.0025
5977,2438.4,5207.0,429.4,0.0025
5978,2448.0,5227.5,429.4,0.0025
5979,2457.6,5248.0,429.4,0.0025
5980,2467.2,5268.5,429.4,0.0025
5981,2476.8,5289.0,429.4,0.0025
5982,2486.4,5309.5,429.4,0.0025
5983,2496.0,5330.0,429.4,0.0025
5984,2505.6,5350.5,429.4,0.0025
5985,2515.2,5371.0,429.4,0.0025
5986,2524.8,5391.5,429.4,0.0025
5987,2534.4,5412.0,429.4,0.0025
5988,2544.0,5432.5,429.4,0.0025
5989,2553.6,5453.0,429.4,0.0025
5990,2563.2,5473.5,429.4,0.0025
5991,2572.8,5494.0,429.4,0.0025
5992,2582.4,5514.5,429.4,0.0025
5993,2592.0,5535.0,429.4,0.0025
5994,2601.6,5555.5,429.4,0.0025
5995,2611.2,5576.0,429.4,0.0025
5996,2620.8,5596.5,429.4,0.0025
5997,2630.4,5617.0,429.4,0.0025
5998,2640.0,5637.5,429.4,0.0025
5999,2649.6,5658.0,429.4,0.0025
6000,2659.2,5678.5,429.4,0.0025
6001,2668.8,5699.0,429.4,0.0025
6002,2678.4,5719.5,429.4,0.0025
6003,2688.0,5740.0,429.4,0.0025
6004,2697.6,5760.5,429.4,0.0025
6005,2707.2,5781.0,429.4,0.0025
6006,2716.8,5801.5,429.4,0.0025
6007,2726.4,5822.0,429.4,0.0025
6008,2736.0,5842.5,429.4,0.0025
6009,2745.6,5863.0,429.4,0.0025
6010,2755.2,5883.5,429.4,0.0025
6011,2764.8,5904.0,429.4,0.0025
6012,2774.4,5924.5,429.4,0.0025
6013,2784.0,5945.0,429.4,0.0025
6014,2793.6,5965.5,429.4,0.0025
6015,2803.2,5986.0,429.4,0.0025
6016,2812.8,6006.5,429.4,0.0025
6017,2822.4,6027.0,429.4,0.0025
6018,2832.0,6047.5,429.4,0.0025
6019,2841.6,6068.0,429.4,0.0025
6020,2851.2,6088.5,429.4,0.0025
6021,2860.8,6109.0,429.4,0.0025
6022,2870.4,6129.5,429.4,0.0025
6023,2880.0,6150.0,429.4,0.0025
6024,2889.6,6170.5,429.4,0.0025
6025,2899.2,6191.0,429.4,0.0025
6026,2908.8,6211.5,429.4,0.0025
6027,2918.4,6232.0,429.4,0.0025
6028,2928.0,6252.5,429.4,0.0025
6029,2937.6,6273.0,429.4,1e-24
6030,2947.2,6293.5,429.4,0.0025
6031,2956.8,6314.0,429.4,0.0025
6032,2966.4,6334.5,429.4,0.0025
6033,2976.0,6355.0,429.4,0.0025
6034,2985.6,6375.5,429.4,0.0025
6035,2995.2,6396.0,429.4,0.0025
6036,3004.8,6416.5,429.4,0.0025
6037,3014.4,6437.0,429.4,0.0025
6038,3024.0,6457.5,429.4,0.0025
6039,3033.6,6478.0,429.4,0.0025
6040,3043.2,6498.5,429.4,0.0025
6041,3052.8,6519.0,429.4,0.0025
6042,9.6,20.5,452.0,0.001
6043,19.2,41.0,452.0,0.001
6044,28.8,61.5,452.0,0.001
6045,38.4,82.0,452.0,0.001
6046,48.0,102.5,452.0,0.001
6047,57.6,123.0,452.0,1e-24
6048,67.2,143.5,452.0,0.001
6049,76.8,164.0,452.0,0.001
6050,86.4,184.5,452.0,0.001
6051,96.0,205.0,452.0,0.001
6052,105.6,225.5,452.0,0.001
6053,115.2,246.0,452.0,0.01
6054,124.8,266.5,452.0,0.01
6055,134.4,287.0,452.0,0.01
6056,144.0,307.5,452.0,0.01
6057,153.6,328.0,452.0,0.01
6058,163.2,348.5,452.0,0.01
6059,172.8,369.0,452.0,0.01
6060,182.4,389.5,452.0,0.01
6061,192.0,410.0,452.0,0.01
6062,201.6,430.5,452.0,0.001
6063,211.2,451.0,452.0,0.001
6064,220.8,471.5,452.0,0.001
6065,230.4,492.0,452.0,0.001
6066,240.0,512.5,452.0,0.001
6067,249.6,533.0,452.0,0.001
6068,259.2,553.5,452.0,1e-05
6069,268.8,574.0,452.0,1e-05
6070,278.4,594.5,452.0,1e-05
6071,288.0,615.0,452.0,1e-05
6072,297.6,635.5,452.0,1e-05
6073,307.2,656.0,452.0,1e-05
6074,316.8,676.5,452.0,1e-05
6075,326.4,697.0,452.0,0.001
6076,336.0,717.5,452.0,1e-24
6077,345.6,738.0,452.0,0.001
6078,355.2,758.5,452.0,0.001
6079,364.8,779.0,452.0,0.001
6080,374.4,799.5,452.0,0.001
6081,384.0,820.0,452.0,0.001
6082,393.6,840.5,452.0,0.001
6083,403.2,861.0,452.0,0.001
6084,412.8,881.5,452.0,0.001
6085,422.4,902.0,452.0,0.001
6086,432.0,922.5,452.0,0.001
6087,441.6,943.0,452.0,0.001
6088,451.2,963.5,452.0,0.001
6089,460.8,984.0,452.0,0.001
6090,470.4,1004.5,452.0,0.001
6091,480.0,1025.0,452.0,0.001
6092,489.6,1045.5,452.0,0.001
6093,499.2,1066.0,452.0,1e-05
6094,508.8,1086.5,452.0,1e-05
6095,518.4,1107.0,452.0,1e-05
6096,528.0,1127.5,452.0,1e-05
6097,537.6,1148.0,452.0,1e-05
6098,547.2,1168.5,452.0,1e-05
6099,556.8,1189.0,452.0,0.0025
6100,566.4,1209.5,452.0,0.0025
6101,576.0,1230.0,452.0,0.0025
6102,585.6,1250.5,452.0,0.0025
6103,595.2,1271.0,452.0,0.0025
6104,604.8,1291.5,452.0,5e-05
6105,614.4,1312.0,452.0,5e-05
6106,624.0,1332.5,452.0,5e-05
6107,633.6,1353.0,452.0,5e-05
6108,643.2,1373.5,452.0,5e-05
6109,652.8,1394.0,452.0,5e-05
6110,662.4,1414.5,452.0,5e-05
6111,672.0,1435.0,452.0,5e-05
6112,681.6,1455.5,452.0,5e-05
6113,691.2,1476.0,452.0,5e-05
6114,700.8,1496.5,452.0,5e-05
6115,710.4,1517.0,452.0,5e-05
6116,720.0,1537.5,452.0,5e-05
6117,729.6,1558.0,452.0,5e-05
6118,739.2,1578.5,452.0,5e-05
6119,748.8,1599.0,452.0,5e-05
6120,758.4,1619.5,452.0,5e-05
6121,768.0,1640.0,452.0,1e-05
6122,777.6,1660.5,452.0,1e-05
6123,787.2,1681.0,452.0,1e-05
6124,796.8,1701.5,452.0,1e-05
6125,806.4,1722.0,452.0,5e-05
6126,816.0,1742.5,452.0,5e-05
6127,825.6,1763.0,452.0,5e-05
6128,835.2,1783.5,452.0,1e-24
6129,844.8,1804.0,452.0,5e-05
6130,854.4,1824.5,452.0,5e-05
6131,864.0,1845.0,452.0,5e-05
6132,873.6,1865.5,452.0,5e-05
6133,883.2,1886.0,452.0,5e-05
6134,892.8,1906.5,452.0,5e-05
6135,902.4,1927.0,452.0,5e-05
6136,912.0,1947.5,452.0,5e-05
6137,921.6,1968.0,452.0,5e-05
6138,931.2,1988.5,452.0,5e-05
6139,940.8,2009.0,452.0,5e-05
6140,950.4,2029.5,452.0,5e-05
6141,960.0,2050.0,452.0,5e-05
6142,969.6,2070.5,452.0,5e-05
6143,979.2,2091.0,452.0,5e-05
6144,988.8,2111.5,452.0,5e-05
6145,998.4,2132.0,452.0,5e-05
6146,1008.0,2152.5,452.0,5e-05
6147,1017.6,2173.0,452.0,5e-05
6148,1027.2,2193.5,452.0,5e-05
6149,1036.8,2214.0,452.0,0.0025
6150,1046.4,2234.5,452.0,0.0025
6151,1056.0,2255.0,452.0,0.0025
6152,1065.6,2275.5,452.0,0.0025
6153,1075.2,2296.0,452.0,0.0025
6154,1084.8,2316.5,452.0,0.0025
6155,1094.4,2337.0,452.0,0.0025
6156,1104.0,2357.5,452.0,0.0025
6157,1113.6,2378.0,452.0,0.0025
6158,1123.2,2398.5,452.0,0.0025
6159,1132.8,2419.0,452.0,0.0025
6160,1142.4,2439.5,452.0,0.0025
6161,1152.0,2460.0,452.0,0.0025
6162,1161.6,2480.5,452.0,0.0025
6163,1171.2,2501.0,452.0,0.0025
6164,1180.8,2521.5,452.0,0.0025
6165,1190.4,2542.0,452.0,0.0025
6166,1200.0,2562.5,452.0,0.0025
6167,1209.6,2583.0,452.0,5e-05
6168,1219.2,2603.5,452.0,5e-05
6169,1228.8,2624.0,452.0,5e-05
6170,1238.4,2644.5,452.0,5e-05
6171,1248.0,2665.0,452.0,5e-05
6172,1257.6,2685.5,452.0,5e-06
6173,1267.2,2706.0,452.0,5e-06
6174,1276.8,2726.5,452.0,5e-06
6175,1286.4,2747.0,452.0,5e-05
6176,1296.0,2767.5,452.0,5e-05
6177,1305.6,2788.0,452.0,5e-05
6178,1315.2,2808.5,452.0,1e-05
6179,1324.8,2829.0,452.0,1e-05
6180,1334.4,2849.5,452.0,1e-05
6181,1344.0,2870.0,452.0,1e-05
6182,1353.6,2890.5,452.0,1e-05
6183,1363.2,2911.0,452.0,1e-05
6184,1372.8,2931.5,452.0,1e-05
6185,1382.4,2952.0,452.0,1e-05
6186,1392.0,2972.5,452.0,1e-05
6187,1401.6,2993.0,452.0,1e-05
6188,1411.2,3013.5,452.0,5e-05
6189,1420.8,3034.0,452.0,5e-05
6190,1430.4,3054.5,452.0,5e-05
6191,1440.0,3075.0,452.0,5e-05
6192,1449.6,3095.5,452.0,5e-05
6193,1459.2,3116.0,452.0,5e-05
6194,1468.8,3136.5,452.0,5e-05
6195,1478.4,3157.0,452.0,5e-05
6196,1488.0,3177.5,452.0,5e-05
6197,1497.6,3198.0,452.0,5e-05
6198,1507.2,3218.5,452.0,5e-05
6199,1516.8,3239.0,452.0,5e-05
6200,1526.4,3259.5,452.0,5e-05
6201,1536.0,3280.0,452.0,5e-05
6202,1545.6,3300.5,452.0,5e-05
6203,1555.2,3321.0,452.0,5e-05
6204,1564.8,3341.5,452.0,5e-05
6205,1574.4,3362.0,452.0,5e-05
6206,1584.0,3382.5,452.0,5e-05
6207,1593.6,3403.0,452.0,5e-05
6208,1603.2,3423.5,452.0,5e-05
6209,1612.8,3444.0,452.0,5e-05
6210,1622.4,3464.5,452.0,5e-05
6211,1632.0,3485.0,452.0,5e-05
6212,1641.6,3505.5,452.0,5e-05
6213,1651.2,3526.0,452.0,5e-05
6214,1660.8,3546.5,452.0,5e-05
6215,1670.4,3567.0,452.0,5e-05
6216,1680.0,3587.5,452.0,5e-05
6217,1689.6,3608.0,452.0,5e-05
6218,1699.2,3628.5,452.0,1e-05
6219,1708.8,3649.0,452.0,1e-05
6220,1718.4,3669.5,452.0,1e-05
6221,1728.0,3690.0,452.0,5e-05
6222,1737.6,3710.5,452.0,5e-05
6223,1747.2,3731.0,452.0,5e-05
6224,1756.8,3751.5,452.0,5e-05
6225,1766.4,3772.0,452.0,5e-05
6226,1776.0,3792.5,452.0,5e-05
6227,1785.6,3813.0,452.0,5e-05
6228,1795.2,3833.5,452.0,5e-05
6229,1804.8,3854.0,452.0,1e-24
6230,1814.4,3874.5,452.0,1e-24
6231,1824.0,3895.0,452.0,5e-05
6232,1833.6,3915.5,452.0,5e-05
6233,1843.2,3936.0,452.0,5e-05
6234,1852.8,3956.5,452.0,5e-05
6235,1862.4,3977.0,452.0,5e-05
6236,1872.0,3997.5,452.0,5e-05
6237,1881.6,4018.0,452.0,5e-05
6238,1891.2,4038.5,452.0,5e-05
6239,1900.8,4059.0,452.0,5e-05
6240,1910.4,4079.5,452.0,5e-05
6241,1920.0,4100.0,452.0,5e-05
6242,1929.6,4120.5,452.0,5e-05
6243,1939.2,4141.0,452.0,5e-05
6244,1948.8,4161.5,452.0,5e-05
6245,1958.4,4182.0,452.0,5e-05
6246,1968.0,4202.5,452.0,5e-05
6247,1977.6,4223.0,452.0,5e-05
6248,1987.2,4243.5,452.0,5e-05
6249,1996.8,4264.0,452.0,5e-05
6250,2006.4,4284.5,452.0,5e-05
6251,2016.0,4305.0,452.0,5e-05
6252,2025.6,4325.5,452.0,5e-05
6253,2035.2,4346.0,452.0,5e-05
6254,2044.8,4366.5,452.0,5e-05
6255,2054.4,4387.0,452.0,1e-24
6256,2064.0,4407.5,452.0,1e-24
6257,2073.6,4428.0,452.0,5e-05
6258,2083.2,4448.5,452.0,1e-05
6259,2092.8,4469.0,452.0,1e-05
6260,2102.4,4489.5,452.0,1e-05
6261,2112.0,4510.0,452.0,0.0025
6262,2121.6,4530.5,452.0,0.0025
6263,2131.2,4551.0,452.0,0.0025
6264,2140.8,4571.5,452.0,0.0025
6265,2150.4,4592.0,452.0,0.0025
6266,2160.0,4612.5,452.0,0.0025
6267,2169.6,4633.0,452.0,0.0025
6268,2179.2,4653.5,452.0,0.0025
6269,2188.8,4674.0,452.0,0.0025
6270,2198.4,4694.5,452.0,0.0025
6271,2208.0,4715.0,452.0,0.0025
6272,2217.6,4735.5,452.0,0.0025
6273,2227.2,4756.0,452.0,0.0025
6274,2236.8,4776.5,452.0,0.0025
6275,2246.4,4797.0,452.0,0.0025
6276,2256.0,4817.5,452.0,0.0025
6277,2265.6,4838.0,452.0,0.0025
6278,2275.2,4858.5,452.0,0.0025
6279,2284.8,4879.0,452.0,0.0025
6280,2294.4,4899.5,452.0,0.0025
6281,2304.0,4920.0,452.0,0.0025
6282,2313.6,4940.5,452.0,0.0025
6283,2323.2,4961.0,452.0,0.0025
6284,2332.8,4981.5,452.0,0.0025
6285,2342.4,5002.0,452.0,0.0025
6286,2352.0,5022.5,452.0,0.0025
6287,2361.6,5043.0,452.0,0.0025
6288,2371.2,5063.5,452.0,0.0025
6289,2380.8,5084.0,452.0,0.0025
6290,2390.4,5104.5,452.0,0.0025
6291,2400.0,5125.0,452.0,0.0025
6292,2409.6,5145.5,452.0,0.0025
6293,2419.2,5166.0,452.0,0.0025
6294,2428.8,5186.5,452.0,0.0025
6295,2438.4,5207.0,452.0,0.0025
6296,2448.0,5227.5,452.0,0.0025
6297,2457.6,5248.0,452.0,0.0025
6298,2467.2,5268.5,452.0,0.0025
6299,2476.8,5289.0,452.0,0.0025
6300,2486.4,5309.5,452.0,0.0025
6301,2496.0,5330.0,452.0,0.0025
6302,2505.6,5350.5,452.0,0.0025
6303,2515.2,5371.0,452.0,0.0025
6304,2524.8,5391.5,452.0,0.0025
6305,2534.4,5412.0,452.0,0.0025
6306,2544.0,5432.5,452.0,0.0025
6307,2553.6,5453.0,452.0,0.0025
6308,2563.2,5473.5,452.0,0.0025
6309,2572.8,5494.0,452.0,0.0025
6310,2582.4,5514.5,452.0,0.0025
6311,2592.0,5535.0,452.0,0.0025
6312,2601.6,5555.5,452.0,0.0025
6313,2611.2,5576.0,452.0,0.0025
6314,2620.8,5596.5,452.0,0.0025
6315,2630.4,5617.0,452.0,0.0025
6316,2640.0,5637.5,452.0,0.0025
6317,2649.6,5658.0,452.0,0.0025
6318,2659.2,5678.5,452.0,0.0025
6319,2668.8,5699.0,452.0,0.0025
6320,2678.4,5719.5,452.0,0.0025
6321,2688.0,5740.0,452.0,0.0025
6322,2697.6,5760.5,452.0,0.0025
6323,2707.2,5781.0,452.0,0.0025
6324,2716.8,5801.5,452.0,0.0025
6325,2726.4,5822.0,452.0,0.0025
6326,2736.0,5842.5,452.0,0.0025
6327,2745.6,5863.0,452.0,0.0025
6328,2755.2,5883.5,452.0,0.0025
6329,2764.8,5904.0,452.0,0.0025
6330,2774.4,5924.5,452.0,0.0025
6331,2784.0,5945.0,452.0,0.0025
6332,2793.6,5965.5,452.0,0.0025
6333,2803.2,5986.0,452.0,0.0025
6334,2812.8,6006.5,452.0,0.0025
6335,2822.4,6027.0,452.0,0.0025
6336,2832.0,6047.5,452.0,0.0025
6337,2841.6,6068.0,452.0,0.0025
6338,2851.2,6088.5,452.0,0.0025
6339,2860.8,6109.0,452.0,0.0025
6340,2870.4,6129.5,452.0,0.0025
6341,2880.0,6150.0,452.0,0.0025
6342,2889.6,6170.5,452.0,0.0025
6343,2899.2,6191.0,452.0,0.0025
6344,2908.8,6211.5,452.0,0.0025
6345,2918.4,6232.0,452.0,0.0025
6346,2928.0,6252.5,452.0,0.0025
6347,2937.6,6273.0,452.0,0.0025
6348,2947.2,6293.5,452.0,0.0025
6349,2956.8,6314.0,452.0,0.0025
6350,2966.4,6334.5,452.0,0.0025
6351,2976.0,6355.0,452.0,0.0025
6352,2985.6,6375.5,452.0,0.0025
6353,2995.2,6396.0,452.0,0.0025
6354,3004.8,6416.5,452.0,0.0025
6355,3014.4,6437.0,452.0,0.0025
6356,3024.0,6457.5,452.0,0.0025
6357,3033.6,6478.0,452.0,0.0025
6358,3043.2,6498.5,452.0,0.0025
6359,3052.8,6519.0,452.0,0.0025
6360,9.6,20.5,474.6,0.001
6361,19.2,41.0,474.6,0.001
6362,28.8,61.5,474.6,0.001
6363,38.4,82.0,474.6,0.001
6364,48.0,102.5,474.6,0.001
6365,57.6,123.0,474.6,0.001
6366,67.2,143.5,474.6,0.001
6367,76.8,164.0,474.6,0.001
6368,86.4,184.5,474.6,0.001
6369,96.0,205.0,474.6,0.001
6370,105.6,225.5,474.6,0.001
6371,115.2,246.0,474.6,0.001
6372,124.8,266.5,474.6,0.001
6373,134.4,287.0,474.6,0.001
6374,144.0,307.5,474.6,0.001
6375,153.6,328.0,474.6,0.001
6376,163.2,348.5,474.6,0.001
6377,172.8,369.0,474.6,0.001
6378,182.4,389.5,474.6,0.001
6379,192.0,410.0,474.6,0.001
6380,201.6,430.5,474.6,0.001
6381,211.2,451.0,474.6,0.001
6382,220.8,471.5,474.6,0.001
6383,230.4,492.0,474.6,0.001
6384,240.0,512.5,474.6,0.001
6385,249.6,533.0,474.6,0.001
6386,259.2,553.5,474.6,0.001
6387,268.8,574.0,474.6,0.001
6388,278.4,594.5,474.6,0.001
6389,288.0,615.0,474.6,0.001
6390,297.6,635.5,474.6,0.001
6391,307.2,656.0,474.6,0.001
6392,316.8,676.5,474.6,1e-05
6393,326.4,697.0,474.6,1e-05
6394,336.0,717.5,474.6,1e-05
6395,345.6,738.0,474.6,1e-05
6396,355.2,758.5,474.6,1e-05
6397,364.8,779.0,474.6,1e-05
6398,374.4,799.5,474.6,1e-05
6399,384.0,820.0,474.6,0.001
6400,393.6,840.5,474.6,0.001
6401,403.2,861.0,474.6,0.001
6402,412.8,881.5,474.6,0.001
6403,422.4,902.0,474.6,0.001
6404,432.0,922.5,474.6,0.001
6405,441.6,943.0,474.6,0.001
6406,451.2,963.5,474.6,0.001
6407,460.8,984.0,474.6,0.001
6408,470.4,1004.5,474.6,0.001
6409,480.0,1025.0,474.6,0.001
6410,489.6,1045.5,474.6,0.001
6411,499.2,1066.0,474.6,0.001
6412,508.8,1086.5,474.6,0.001
6413,518.4,1107.0,474.6,0.001
6414,528.0,1127.5,474.6,0.001
6415,537.6,1148.0,474.6,0.001
6416,547.2,1168.5,474.6,1e-05
6417,556.8,1189.0,474.6,1e-05
6418,566.4,1209.5,474.6,1e-05
6419,576.0,1230.0,474.6,1e-05
6420,585.6,1250.5,474.6,1e-05
6421,595.2,1271.0,474.6,0.0025
6422,604.8,1291.5,474.6,0.0025
6423,614.4,1312.0,474.6,0.0025
6424,624.0,1332.5,474.6,0.0025
6425,633.6,1353.0,474.6,0.0025
6426,643.2,1373.5,474.6,0.0025
6427,652.8,1394.0,474.6,0.0025
6428,662.4,1414.5,474.6,0.0025
6429,672.0,1435.0,474.6,0.0025
6430,681.6,1455.5,474.6,0.0025
6431,691.2,1476.0,474.6,0.0025
6432,700.8,1496.5,474.6,0.0025
6433,710.4,1517.0,474.6,0.0025
6434,720.0,1537.5,474.6,5e-05
6435,729.6,1558.0,474.6,5e-05
6436,739.2,1578.5,474.6,5e-05
6437,748.8,1599.0,474.6,5e-05
6438,758.4,1619.5,474.6,5e-05
6439,768.0,1640.0,474.6,5e-05
6440,777.6,1660.5,474.6,5e-05
6441,787.2,1681.0,474.6,5e-05
6442,796.8,1701.5,474.6,5e-05
6443,806.4,1722.0,474.6,1e-05
6444,816.0,1742.5,474.6,1e-05
6445,825.6,1763.0,474.6,1e-05
6446,835.2,1783.5,474.6,1e-05
6447,844.8,1804.0,474.6,1e-05
6448,854.4,1824.5,474.6,1e-05
6449,864.0,1845.0,474.6,1e-05
6450,873.6,1865.5,474.6,1e-05
6451,883.2,1886.0,474.6,5e-05
6452,892.8,1906.5,474.6,5e-05
6453,902.4,1927.0,474.6,5e-05
6454,912.0,1947.5,474.6,5e-05
6455,921.6,1968.0,474.6,5e-05
6456,931.2,1988.5,474.6,5e-05
6457,940.8,2009.0,474.6,5e-05
6458,950.4,2029.5,474.6,5e-05
6459,960.0,2050.0,474.6,5e-05
6460,969.6,2070.5,474.6,5e-05
6461,979.2,2091.0,474.6,5e-05
6462,988.8,2111.5,474.6,5e-05
6463,998.4,2132.0,474.6,5e-05
6464,1008.0,2152.5,474.6,5e-05
6465,1017.6,2173.0,474.6,5e-05
6466,1027.2,2193.5,474.6,5e-05
6467,1036.8,2214.0,474.6,5e-05
6468,1046.4,2234.5,474.6,5e-05
6469,1056.0,2255.0,474.6,5e-05
6470,1065.6,2275.5,474.6,5e-05
6471,1075.2,2296.0,474.6,0.0025
6472,1084.8,2316.5,474.6,0.0025
6473,1094.4,2337.0,474.6,0.0025
6474,1104.0,2357.5,474.6,0.0025
6475,1113.6,2378.0,474.6,0.0025
6476,1123.2,2398.5,474.6,0.0025
6477,1132.8,2419.0,474.6,0.0025
6478,1142.4,2439.5,474.6,0.0025
6479,1152.0,2460.0,474.6,0.0025
6480,1161.6,2480.5,474.6,0.0025
6481,1171.2,2501.0,474.6,0.0025
6482,1180.8,2521.5,474.6,0.0025
6483,1190.4,2542.0,474.6,0.0025
6484,1200.0,2562.5,474.6,0.0025
6485,1209.6,2583.0,474.6,0.0025
6486,1219.2,2603.5,474.6,0.0025
6487,1228.8,2624.0,474.6,0.0025
6488,1238.4,2644.5,474.6,0.0025
6489,1248.0,2665.0,474.6,5e-05
6490,1257.6,2685.5,474.6,5e-05
6491,1267.2,2706.0,474.6,5e-05
6492,1276.8,2726.5,474.6,5e-05
6493,1286.4,2747.0,474.6,5e-06
6494,1296.0,2767.5,474.6,5e-06
6495,1305.6,2788.0,474.6,5e-06
6496,1315.2,2808.5,474.6,5e-06
6497,1324.8,2829.0,474.6,5e-06
6498,1334.4,2849.5,474.6,5e-05
6499,1344.0,2870.0,474.6,5e-05
6500,1353.6,2890.5,474.6,5e-05
6501,1363.2,2911.0,474.6,5e-05
6502,1372.8,2931.5,474.6,5e-05
6503,1382.4,2952.0,474.6,5e-05
6504,1392.0,2972.5,474.6,5e-05
6505,1401.6,2993.0,474.6,5e-05
6506,1411.2,3013.5,474.6,5e-05
6507,1420.8,3034.0,474.6,5e-05
6508,1430.4,3054.5,474.6,5e-05
6509,1440.0,3075.0,474.6,5e-05
6510,1449.6,3095.5,474.6,5e-05
6511,1459.2,3116.0,474.6,5e-05
6512,1468.8,3136.5,474.6,5e-05
6513,1478.4,3157.0,474.6,5e-05
6514,1488.0,3177.5,474.6,5e-05
6515,1497.6,3198.0,474.6,5e-05
6516,1507.2,3218.5,474.6,5e-05
6517,1516.8,3239.0,474.6,5e-05
6518,1526.4,3259.5,474.6,5e-05
6519,1536.0,3280.0,474.6,5e-05
6520,1545.6,3300.5,474.6,5e-05
6521,1555.2,3321.0,474.6,5e-05
6522,1564.8,3341.5,474.6,5e-05
6523,1574.4,3362.0,474.6,5e-05
6524,1584.0,3382.5,474.6,5e-05
6525,1593.6,3403.0,474.6,5e-05
6526,1603.2,3423.5,474.6,5e-05
6527,1612.8,3444.0,474.6,1e-24
6528,1622.4,3464.5,474.6,5e-05
6529,1632.0,3485.0,474.6,5e-05
6530,1641.6,3505.5,474.6,1e-24
6531,1651.2,3526.0,474.6,5e-05
6532,1660.8,3546.5,474.6,5e-05
6533,1670.4,3567.0,474.6,5e-05
6534,1680.0,3587.5,474.6,5e-05
6535,1689.6,3608.0,474.6,5e-05
6536,1699.2,3628.5,474.6,5e-05
6537,1708.8,3649.0,474.6,5e-05
6538,1718.4,3669.5,474.6,5e-05
6539,1728.0,3690.0,474.6,5e-05
6540,1737.6,3710.5,474.6,5e-05
6541,1747.2,3731.0,474.6,5e-05
6542,1756.8,3751.5,474.6,5e-05
6543,1766.4,3772.0,474.6,5e-05
6544,1776.0,3792.5,474.6,5e-05
6545,1785.6,3813.0,474.6,5e-05
6546,1795.2,3833.5,474.6,5e-05
6547,1804.8,3854.0,474.6,5e-05
6548,1814.4,3874.5,474.6,5e-05
6549,1824.0,3895.0,474.6,5e-05
6550,1833.6,3915.5,474.6,5e-05
