,x,y,z,Hydraulic_conductivity_m/d
20333,6856.3,6519.0,158.5,0.0025
20334,6879.0,6519.0,158.5,0.0025
20335,6901.6,6519.0,158.5,0.0025
20336,6924.2,6519.0,158.5,0.0025
20337,6946.9,6519.0,158.5,0.0025
20338,6969.5,6519.0,158.5,0.0025
20339,6992.2,6519.0,158.5,0.0025
20340,7014.8,6519.0,158.5,0.0025
20341,7037.4,6519.0,158.5,0.0025
20342,7060.1,6519.0,158.5,0.0025
20343,7082.7,6519.0,158.5,0.0025
20344,7105.4,6519.0,158.5,0.0025
20345,7128.0,6519.0,158.5,0.0025
20346,7150.6,6519.0,158.5,0.0025
20347,7173.3,6519.0,158.5,0.0025
20348,7195.9,6519.0,158.5,0.0025
20349,7218.6,6519.0,158.5,0.0025
20350,7241.2,6519.0,158.5,1e-24
20351,7263.8,6519.0,158.5,0.0025
20352,7286.5,6519.0,158.5,0.0025
20353,7309.1,6519.0,158.5,0.0025
20354,7331.8,6519.0,158.5,0.0025
20355,7354.4,6519.0,158.5,0.0025
20356,7377.0,6519.0,158.5,0.0025
20357,7399.7,6519.0,158.5,0.0025
20358,7422.3,6519.0,158.5,0.0025
20359,7445.0,6519.0,158.5,0.0025
20360,7467.6,6519.0,158.5,0.0025
20361,7490.2,6519.0,158.5,0.0025
20362,7512.9,6519.0,158.5,0.0025
20363,7535.5,6519.0,158.5,0.0025
20364,7558.2,6519.0,158.5,0.0025
20365,7580.8,6519.0,158.5,0.0025
20366,7603.4,6519.0,158.5,0.0025
20367,7626.1,6519.0,158.5,0.0025
20368,7648.7,6519.0,158.5,0.0025
20369,7671.4,6519.0,158.5,0.0025
20370,7694.0,6519.0,158.5,5e-06
20371,7716.6,6519.0,158.5,5e-06
20372,7739.3,6519.0,158.5,5e-06
20373,7761.9,6519.0,158.5,5e-06
20374,7784.6,6519.0,158.5,5e-06
20375,7807.2,6519.0,158.5,5e-06
20376,7829.8,6519.0,158.5,5e-06
20377,7852.5,6519.0,158.5,5e-06
20378,7875.1,6519.0,158.5,0.0025
20379,7897.8,6519.0,158.5,0.0025
20380,7920.4,6519.0,158.5,0.0025
20381,7943.0,6519.0,158.5,0.0025
20382,7965.7,6519.0,158.5,0.0025
20383,7988.3,6519.0,158.5,0.0025
20384,8011.0,6519.0,158.5,0.0025
20385,8033.6,6519.0,158.5,0.0025
20386,8056.2,6519.0,158.5,0.0025
20387,8078.9,6519.0,158.5,0.0025
20388,8101.5,6519.0,158.5,0.0025
20389,8124.2,6519.0,158.5,0.0025
20390,8146.8,6519.0,158.5,0.0025
20391,8169.4,6519.0,158.5,0.0025
20392,8192.1,6519.0,158.5,0.0025
20393,8214.7,6519.0,158.5,0.0025
20394,8237.4,6519.0,158.5,0.0025
20395,8260.0,6519.0,158.5,0.0025
20396,8282.6,6519.0,158.5,0.0025
20397,8305.3,6519.0,158.5,0.0025
20398,8327.9,6519.0,158.5,0.0025
20399,8350.6,6519.0,158.5,1e-24
20400,8373.2,6519.0,158.5,0.0025
20401,8395.8,6519.0,158.5,0.0025
20402,8418.5,6519.0,158.5,0.0025
20403,8441.1,6519.0,158.5,0.0025
20404,8463.8,6519.0,158.5,0.0025
20405,8486.4,6519.0,158.5,0.0025
20406,8509.0,6519.0,158.5,0.0025
20407,8531.7,6519.0,158.5,0.0025
20408,8554.3,6519.0,158.5,0.0025
20409,8577.0,6519.0,158.5,0.0025
20410,8599.6,6519.0,158.5,0.0025
20411,8622.2,6519.0,158.5,0.0025
20412,8644.9,6519.0,158.5,0.0025
20413,8667.5,6519.0,158.5,0.0025
20414,8690.2,6519.0,158.5,0.0025
20415,8712.8,6519.0,158.5,0.0025
20416,8735.4,6519.0,158.5,0.0025
20417,8758.1,6519.0,158.5,0.0025
20418,8780.7,6519.0,158.5,0.0025
20419,8803.4,6519.0,158.5,5e-05
20420,8826.0,6519.0,158.5,5e-05
20421,8848.6,6519.0,158.5,5e-05
20422,8871.3,6519.0,158.5,5e-05
20423,8893.9,6519.0,158.5,5e-05
20424,8916.6,6519.0,158.5,5e-05
20425,8939.2,6519.0,158.5,5e-05
20426,8961.8,6519.0,158.5,5e-05
20427,8984.5,6519.0,158.5,5e-05
20428,9007.1,6519.0,158.5,5e-05
20429,9029.8,6519.0,158.5,5e-05
20430,9052.4,6519.0,158.5,5e-05
20431,9075.0,6519.0,158.5,5e-05
20432,9097.7,6519.0,158.5,0.0025
20433,9120.3,6519.0,158.5,0.0025
20434,9143.0,6519.0,158.5,0.0025
20435,9165.6,6519.0,158.5,0.0025
20436,9188.2,6519.0,158.5,0.0025
20437,9210.9,6519.0,158.5,1e-24
20438,9233.5,6519.0,158.5,0.0025
20439,9256.2,6519.0,158.5,0.0025
20440,9278.8,6519.0,158.5,1e-05
20441,9301.4,6519.0,158.5,1e-05
20442,9324.1,6519.0,158.5,1e-05
20443,9346.7,6519.0,158.5,1e-05
20444,9369.4,6519.0,158.5,0.0025
20445,9392.0,6519.0,158.5,0.0025
20446,9414.6,6519.0,158.5,0.0025
20447,9437.3,6519.0,158.5,0.0025
20448,9459.9,6519.0,158.5,0.0025
20449,9482.6,6519.0,158.5,0.0025
20450,9505.2,6519.0,158.5,0.0025
20451,9527.8,6519.0,158.5,0.0025
20452,9550.5,6519.0,158.5,5e-06
20453,3075.4,6519.0,181.1,0.001
20454,3098.1,6519.0,181.1,0.001
20455,3120.7,6519.0,181.1,0.001
20456,3143.4,6519.0,181.1,0.001
20457,3166.0,6519.0,181.1,0.001
20458,3188.6,6519.0,181.1,0.001
20459,3211.3,6519.0,181.1,0.001
20460,3233.9,6519.0,181.1,0.001
20461,3256.6,6519.0,181.1,0.001
20462,3279.2,6519.0,181.1,0.001
20463,3301.8,6519.0,181.1,0.001
20464,3324.5,6519.0,181.1,0.001
20465,3347.1,6519.0,181.1,0.001
20466,3369.8,6519.0,181.1,0.001
20467,3392.4,6519.0,181.1,0.001
20468,3415.0,6519.0,181.1,0.001
20469,3437.7,6519.0,181.1,0.001
20470,3460.3,6519.0,181.1,0.001
20471,3483.0,6519.0,181.1,0.001
20472,3505.6,6519.0,181.1,0.001
20473,3528.2,6519.0,181.1,0.001
20474,3550.9,6519.0,181.1,0.001
20475,3573.5,6519.0,181.1,0.001
20476,3596.2,6519.0,181.1,0.001
20477,3618.8,6519.0,181.1,1e-05
20478,3641.4,6519.0,181.1,1e-05
20479,3664.1,6519.0,181.1,1e-05
20480,3686.7,6519.0,181.1,1e-05
20481,3709.4,6519.0,181.1,1e-05
20482,3732.0,6519.0,181.1,0.0025
20483,3754.6,6519.0,181.1,0.0025
20484,3777.3,6519.0,181.1,0.0025
20485,3799.9,6519.0,181.1,0.0025
20486,3822.6,6519.0,181.1,0.0025
20487,3845.2,6519.0,181.1,0.0025
20488,3867.8,6519.0,181.1,0.0025
20489,3890.5,6519.0,181.1,0.0025
20490,3913.1,6519.0,181.1,0.0025
20491,3935.8,6519.0,181.1,0.0025
20492,3958.4,6519.0,181.1,5e-05
20493,3981.0,6519.0,181.1,5e-06
20494,4003.7,6519.0,181.1,5e-06
20495,4026.3,6519.0,181.1,5e-06
20496,4049.0,6519.0,181.1,5e-06
20497,4071.6,6519.0,181.1,5e-05
20498,4094.2,6519.0,181.1,5e-05
20499,4116.9,6519.0,181.1,5e-05
20500,4139.5,6519.0,181.1,5e-05
20501,4162.2,6519.0,181.1,5e-05
20502,4184.8,6519.0,181.1,5e-05
20503,4207.4,6519.0,181.1,5e-05
20504,4230.1,6519.0,181.1,5e-05
20505,4252.7,6519.0,181.1,5e-05
20506,4275.4,6519.0,181.1,5e-05
20507,4298.0,6519.0,181.1,5e-05
20508,4320.6,6519.0,181.1,5e-05
20509,4343.3,6519.0,181.1,5e-05
20510,4365.9,6519.0,181.1,5e-05
20511,4388.6,6519.0,181.1,5e-05
20512,4411.2,6519.0,181.1,5e-05
20513,4433.8,6519.0,181.1,5e-05
20514,4456.5,6519.0,181.1,5e-05
20515,4479.1,6519.0,181.1,5e-05
20516,4501.8,6519.0,181.1,5e-05
20517,4524.4,6519.0,181.1,5e-05
20518,4547.0,6519.0,181.1,0.0025
20519,4569.7,6519.0,181.1,0.0025
20520,4592.3,6519.0,181.1,0.0025
20521,4615.0,6519.0,181.1,0.0025
20522,4637.6,6519.0,181.1,0.0025
20523,4660.2,6519.0,181.1,0.0025
20524,4682.9,6519.0,181.1,0.0025
20525,4705.5,6519.0,181.1,0.0025
20526,4728.2,6519.0,181.1,5e-06
20527,4750.8,6519.0,181.1,0.001
20528,4773.4,6519.0,181.1,0.001
20529,4796.1,6519.0,181.1,0.001
20530,4818.7,6519.0,181.1,0.001
20531,4841.4,6519.0,181.1,0.001
20532,4864.0,6519.0,181.1,0.001
20533,4886.6,6519.0,181.1,0.001
20534,4909.3,6519.0,181.1,0.001
20535,4931.9,6519.0,181.1,0.001
20536,4954.6,6519.0,181.1,0.001
20537,4977.2,6519.0,181.1,0.001
20538,4999.8,6519.0,181.1,0.001
20539,5022.5,6519.0,181.1,0.001
20540,5045.1,6519.0,181.1,0.001
20541,5067.8,6519.0,181.1,0.001
20542,5090.4,6519.0,181.1,0.001
20543,5113.0,6519.0,181.1,0.0025
20544,5135.7,6519.0,181.1,0.0025
20545,5158.3,6519.0,181.1,0.0025
20546,5181.0,6519.0,181.1,1e-24
20547,5203.6,6519.0,181.1,0.0025
20548,5226.2,6519.0,181.1,0.0025
20549,5248.9,6519.0,181.1,0.0025
20550,5271.5,6519.0,181.1,0.0025
20551,5294.2,6519.0,181.1,0.0025
20552,5316.8,6519.0,181.1,0.0025
20553,5339.4,6519.0,181.1,0.0025
20554,5362.1,6519.0,181.1,0.0025
20555,5384.7,6519.0,181.1,0.0025
20556,5407.4,6519.0,181.1,0.0025
20557,5430.0,6519.0,181.1,0.0025
20558,5452.6,6519.0,181.1,0.0025
20559,5475.3,6519.0,181.1,0.0025
20560,5497.9,6519.0,181.1,0.0025
20561,5520.6,6519.0,181.1,0.0025
20562,5543.2,6519.0,181.1,0.0025
20563,5565.8,6519.0,181.1,0.0025
20564,5588.5,6519.0,181.1,0.0025
20565,5611.1,6519.0,181.1,0.0025
20566,5633.8,6519.0,181.1,0.0025
20567,5656.4,6519.0,181.1,0.0025
20568,5679.0,6519.0,181.1,0.0025
20569,5701.7,6519.0,181.1,0.0025
20570,5724.3,6519.0,181.1,0.0025
20571,5747.0,6519.0,181.1,0.0025
20572,5769.6,6519.0,181.1,0.0025
20573,5792.2,6519.0,181.1,1e-24
20574,5814.9,6519.0,181.1,0.0025
20575,5837.5,6519.0,181.1,0.0025
20576,5860.2,6519.0,181.1,0.0025
20577,5882.8,6519.0,181.1,0.0025
20578,5905.4,6519.0,181.1,0.0025
20579,5928.1,6519.0,181.1,0.0025
20580,5950.7,6519.0,181.1,0.0025
20581,5973.4,6519.0,181.1,0.0025
20582,5996.0,6519.0,181.1,0.0025
20583,6018.6,6519.0,181.1,0.0025
20584,6041.3,6519.0,181.1,0.0025
20585,6063.9,6519.0,181.1,0.0025
20586,6086.6,6519.0,181.1,0.0025
20587,6109.2,6519.0,181.1,0.0025
20588,6131.8,6519.0,181.1,0.0025
20589,6154.5,6519.0,181.1,0.0025
20590,6177.1,6519.0,181.1,0.0025
20591,6199.8,6519.0,181.1,0.0025
20592,6222.4,6519.0,181.1,0.0025
20593,6245.0,6519.0,181.1,0.0025
20594,6267.7,6519.0,181.1,0.0025
20595,6290.3,6519.0,181.1,0.0025
20596,6313.0,6519.0,181.1,0.0025
20597,6335.6,6519.0,181.1,0.0025
20598,6358.2,6519.0,181.1,0.0025
20599,6380.9,6519.0,181.1,0.0025
20600,6403.5,6519.0,181.1,0.0025
20601,6426.2,6519.0,181.1,0.0025
20602,6448.8,6519.0,181.1,0.0025
20603,6471.4,6519.0,181.1,0.0025
20604,6494.1,6519.0,181.1,0.0025
20605,6516.7,6519.0,181.1,0.0025
20606,6539.4,6519.0,181.1,0.0025
20607,6562.0,6519.0,181.1,0.0025
20608,6584.6,6519.0,181.1,0.0025
20609,6607.3,6519.0,181.1,0.0025
20610,6629.9,6519.0,181.1,0.0025
20611,6652.6,6519.0,181.1,0.0025
20612,6675.2,6519.0,181.1,0.0025
20613,6697.8,6519.0,181.1,0.0025
20614,6720.5,6519.0,181.1,0.0025
20615,6743.1,6519.0,181.1,0.0025
20616,6765.8,6519.0,181.1,0.0025
20617,6788.4,6519.0,181.1,0.0025
20618,6811.0,6519.0,181.1,0.0025
20619,6833.7,6519.0,181.1,0.0025
20620,6856.3,6519.0,181.1,0.0025
20621,6879.0,6519.0,181.1,0.0025
20622,6901.6,6519.0,181.1,0.0025
20623,6924.2,6519.0,181.1,0.0025
20624,6946.9,6519.0,181.1,0.0025
20625,6969.5,6519.0,181.1,0.0025
20626,6992.2,6519.0,181.1,0.0025
20627,7014.8,6519.0,181.1,0.0025
20628,7037.4,6519.0,181.1,0.0025
20629,7060.1,6519.0,181.1,0.0025
20630,7082.7,6519.0,181.1,0.0025
20631,7105.4,6519.0,181.1,0.0025
20632,7128.0,6519.0,181.1,0.0025
20633,7150.6,6519.0,181.1,1e-24
20634,7173.3,6519.0,181.1,1e-24
20635,7195.9,6519.0,181.1,0.0025
20636,7218.6,6519.0,181.1,0.0025
20637,7241.2,6519.0,181.1,0.0025
20638,7263.8,6519.0,181.1,0.0025
20639,7286.5,6519.0,181.1,0.0025
20640,7309.1,6519.0,181.1,0.0025
20641,7331.8,6519.0,181.1,0.0025
20642,7354.4,6519.0,181.1,0.0025
20643,7377.0,6519.0,181.1,0.0025
20644,7399.7,6519.0,181.1,0.0025
20645,7422.3,6519.0,181.1,0.0025
20646,7445.0,6519.0,181.1,0.0025
20647,7467.6,6519.0,181.1,0.0025
20648,7490.2,6519.0,181.1,0.0025
20649,7512.9,6519.0,181.1,0.0025
20650,7535.5,6519.0,181.1,0.0025
20651,7558.2,6519.0,181.1,0.0025
20652,7580.8,6519.0,181.1,0.0025
20653,7603.4,6519.0,181.1,0.0025
20654,7626.1,6519.0,181.1,0.0025
20655,7648.7,6519.0,181.1,0.0025
20656,7671.4,6519.0,181.1,0.0025
20657,7694.0,6519.0,181.1,0.0025
20658,7716.6,6519.0,181.1,0.0025
20659,7739.3,6519.0,181.1,0.0025
20660,7761.9,6519.0,181.1,0.0025
20661,7784.6,6519.0,181.1,0.0025
20662,7807.2,6519.0,181.1,5e-06
20663,7829.8,6519.0,181.1,5e-06
20664,7852.5,6519.0,181.1,5e-06
20665,7875.1,6519.0,181.1,5e-06
20666,7897.8,6519.0,181.1,5e-06
20667,7920.4,6519.0,181.1,5e-06
20668,7943.0,6519.0,181.1,5e-06
20669,7965.7,6519.0,181.1,0.0025
20670,7988.3,6519.0,181.1,0.0025
20671,8011.0,6519.0,181.1,0.0025
20672,8033.6,6519.0,181.1,0.0025
20673,8056.2,6519.0,181.1,0.0025
20674,8078.9,6519.0,181.1,0.0025
20675,8101.5,6519.0,181.1,0.0025
20676,8124.2,6519.0,181.1,0.0025
20677,8146.8,6519.0,181.1,0.0025
20678,8169.4,6519.0,181.1,0.0025
20679,8192.1,6519.0,181.1,0.0025
20680,8214.7,6519.0,181.1,0.0025
20681,8237.4,6519.0,181.1,0.0025
20682,8260.0,6519.0,181.1,0.0025
20683,8282.6,6519.0,181.1,0.0025
20684,8305.3,6519.0,181.1,0.0025
20685,8327.9,6519.0,181.1,0.0025
20686,8350.6,6519.0,181.1,0.0025
20687,8373.2,6519.0,181.1,0.0025
20688,8395.8,6519.0,181.1,0.0025
20689,8418.5,6519.0,181.1,0.0025
20690,8441.1,6519.0,181.1,0.0025
20691,8463.8,6519.0,181.1,0.0025
20692,8486.4,6519.0,181.1,0.0025
20693,8509.0,6519.0,181.1,0.0025
20694,8531.7,6519.0,181.1,0.0025
20695,8554.3,6519.0,181.1,0.0025
20696,8577.0,6519.0,181.1,0.0025
20697,8599.6,6519.0,181.1,0.0025
20698,8622.2,6519.0,181.1,5e-05
20699,8644.9,6519.0,181.1,5e-05
20700,8667.5,6519.0,181.1,5e-05
20701,8690.2,6519.0,181.1,5e-05
20702,8712.8,6519.0,181.1,5e-05
20703,8735.4,6519.0,181.1,5e-05
20704,8758.1,6519.0,181.1,5e-05
20705,8780.7,6519.0,181.1,5e-05
20706,8803.4,6519.0,181.1,5e-05
20707,8826.0,6519.0,181.1,5e-05
20708,8848.6,6519.0,181.1,5e-05
20709,8871.3,6519.0,181.1,5e-05
20710,8893.9,6519.0,181.1,5e-05
20711,8916.6,6519.0,181.1,5e-05
20712,8939.2,6519.0,181.1,5e-05
20713,8961.8,6519.0,181.1,5e-05
20714,8984.5,6519.0,181.1,5e-05
20715,9007.1,6519.0,181.1,5e-05
20716,9029.8,6519.0,181.1,5e-05
20717,9052.4,6519.0,181.1,5e-05
20718,9075.0,6519.0,181.1,5e-05
20719,9097.7,6519.0,181.1,5e-05
20720,9120.3,6519.0,181.1,5e-05
20721,9143.0,6519.0,181.1,5e-05
20722,9165.6,6519.0,181.1,0.0025
20723,9188.2,6519.0,181.1,0.0025
20724,9210.9,6519.0,181.1,0.0025
20725,9233.5,6519.0,181.1,0.0025
20726,9256.2,6519.0,181.1,0.0025
20727,9278.8,6519.0,181.1,0.0025
20728,9301.4,6519.0,181.1,0.0025
20729,9324.1,6519.0,181.1,0.0025
20730,9346.7,6519.0,181.1,0.0025
20731,9369.4,6519.0,181.1,0.0025
20732,9392.0,6519.0,181.1,0.0025
20733,9414.6,6519.0,181.1,0.0025
20734,9437.3,6519.0,181.1,0.0025
20735,9459.9,6519.0,181.1,5e-06
20736,9482.6,6519.0,181.1,5e-06
20737,9505.2,6519.0,181.1,5e-06
20738,9527.8,6519.0,181.1,5e-06
20739,9550.5,6519.0,181.1,5e-06
20740,3075.4,6519.0,203.8,1e-05
20741,3098.1,6519.0,203.8,1e-05
20742,3120.7,6519.0,203.8,1e-05
20743,3143.4,6519.0,203.8,1e-05
20744,3166.0,6519.0,203.8,0.001
20745,3188.6,6519.0,203.8,0.001
20746,3211.3,6519.0,203.8,0.001
20747,3233.9,6519.0,203.8,0.001
20748,3256.6,6519.0,203.8,0.001
20749,3279.2,6519.0,203.8,0.001
20750,3301.8,6519.0,203.8,0.001
20751,3324.5,6519.0,203.8,0.001
20752,3347.1,6519.0,203.8,0.001
20753,3369.8,6519.0,203.8,0.001
20754,3392.4,6519.0,203.8,0.001
20755,3415.0,6519.0,203.8,0.001
20756,3437.7,6519.0,203.8,0.001
20757,3460.3,6519.0,203.8,0.001
20758,3483.0,6519.0,203.8,0.001
20759,3505.6,6519.0,203.8,0.001
20760,3528.2,6519.0,203.8,0.001
20761,3550.9,6519.0,203.8,0.001
20762,3573.5,6519.0,203.8,0.001
20763,3596.2,6519.0,203.8,5e-05
20764,3618.8,6519.0,203.8,5e-05
20765,3641.4,6519.0,203.8,5e-05
20766,3664.1,6519.0,203.8,1e-05
20767,3686.7,6519.0,203.8,1e-05
20768,3709.4,6519.0,203.8,0.0025
20769,3732.0,6519.0,203.8,0.0025
20770,3754.6,6519.0,203.8,0.0025
20771,3777.3,6519.0,203.8,0.0025
20772,3799.9,6519.0,203.8,0.0025
20773,3822.6,6519.0,203.8,0.0025
20774,3845.2,6519.0,203.8,0.0025
20775,3867.8,6519.0,203.8,0.0025
20776,3890.5,6519.0,203.8,5e-05
20777,3913.1,6519.0,203.8,5e-05
20778,3935.8,6519.0,203.8,5e-05
20779,3958.4,6519.0,203.8,5e-05
20780,3981.0,6519.0,203.8,5e-05
20781,4003.7,6519.0,203.8,5e-05
20782,4026.3,6519.0,203.8,5e-05
20783,4049.0,6519.0,203.8,5e-05
20784,4071.6,6519.0,203.8,5e-05
20785,4094.2,6519.0,203.8,5e-05
20786,4116.9,6519.0,203.8,5e-05
20787,4139.5,6519.0,203.8,5e-05
20788,4162.2,6519.0,203.8,5e-05
20789,4184.8,6519.0,203.8,5e-05
20790,4207.4,6519.0,203.8,5e-05
20791,4230.1,6519.0,203.8,5e-05
20792,4252.7,6519.0,203.8,5e-05
20793,4275.4,6519.0,203.8,5e-05
20794,4298.0,6519.0,203.8,5e-05
20795,4320.6,6519.0,203.8,5e-05
20796,4343.3,6519.0,203.8,5e-06
20797,4365.9,6519.0,203.8,5e-06
20798,4388.6,6519.0,203.8,5e-06
20799,4411.2,6519.0,203.8,5e-06
20800,4433.8,6519.0,203.8,5e-06
20801,4456.5,6519.0,203.8,5e-06
20802,4479.1,6519.0,203.8,5e-06
20803,4501.8,6519.0,203.8,0.0025
20804,4524.4,6519.0,203.8,0.0025
20805,4547.0,6519.0,203.8,0.0025
20806,4569.7,6519.0,203.8,0.0025
20807,4592.3,6519.0,203.8,0.0025
20808,4615.0,6519.0,203.8,0.0025
20809,4637.6,6519.0,203.8,0.0025
20810,4660.2,6519.0,203.8,5e-06
20811,4682.9,6519.0,203.8,0.001
20812,4705.5,6519.0,203.8,0.001
20813,4728.2,6519.0,203.8,5e-06
20814,4750.8,6519.0,203.8,5e-06
20815,4773.4,6519.0,203.8,0.001
20816,4796.1,6519.0,203.8,0.001
20817,4818.7,6519.0,203.8,0.001
20818,4841.4,6519.0,203.8,0.001
20819,4864.0,6519.0,203.8,0.001
20820,4886.6,6519.0,203.8,0.001
20821,4909.3,6519.0,203.8,0.001
20822,4931.9,6519.0,203.8,0.001
20823,4954.6,6519.0,203.8,0.001
20824,4977.2,6519.0,203.8,0.001
20825,4999.8,6519.0,203.8,0.001
20826,5022.5,6519.0,203.8,0.001
20827,5045.1,6519.0,203.8,0.001
20828,5067.8,6519.0,203.8,0.0025
20829,5090.4,6519.0,203.8,0.0025
20830,5113.0,6519.0,203.8,0.0025
20831,5135.7,6519.0,203.8,0.0025
20832,5158.3,6519.0,203.8,0.0025
20833,5181.0,6519.0,203.8,0.0025
20834,5203.6,6519.0,203.8,0.0025
20835,5226.2,6519.0,203.8,0.0025
20836,5248.9,6519.0,203.8,0.0025
20837,5271.5,6519.0,203.8,0.0025
20838,5294.2,6519.0,203.8,0.0025
20839,5316.8,6519.0,203.8,0.0025
20840,5339.4,6519.0,203.8,0.0025
20841,5362.1,6519.0,203.8,0.0025
20842,5384.7,6519.0,203.8,0.0025
20843,5407.4,6519.0,203.8,0.0025
20844,5430.0,6519.0,203.8,0.0025
20845,5452.6,6519.0,203.8,0.0025
20846,5475.3,6519.0,203.8,0.0025
20847,5497.9,6519.0,203.8,0.0025
20848,5520.6,6519.0,203.8,0.0025
20849,5543.2,6519.0,203.8,0.0025
20850,5565.8,6519.0,203.8,0.0025
20851,5588.5,6519.0,203.8,0.0025
20852,5611.1,6519.0,203.8,0.0025
20853,5633.8,6519.0,203.8,0.0025
20854,5656.4,6519.0,203.8,0.0025
20855,5679.0,6519.0,203.8,0.0025
20856,5701.7,6519.0,203.8,0.0025
20857,5724.3,6519.0,203.8,0.0025
20858,5747.0,6519.0,203.8,0.0025
20859,5769.6,6519.0,203.8,1e-24
20860,5792.2,6519.0,203.8,1e-24
20861,5814.9,6519.0,203.8,0.0025
20862,5837.5,6519.0,203.8,0.0025
20863,5860.2,6519.0,203.8,0.0025
20864,5882.8,6519.0,203.8,0.0025
20865,5905.4,6519.0,203.8,0.0025
20866,5928.1,6519.0,203.8,0.0025
20867,5950.7,6519.0,203.8,0.0025
20868,5973.4,6519.0,203.8,0.0025
20869,5996.0,6519.0,203.8,0.0025
20870,6018.6,6519.0,203.8,0.0025
20871,6041.3,6519.0,203.8,0.0025
20872,6063.9,6519.0,203.8,0.0025
20873,6086.6,6519.0,203.8,0.0025
20874,6109.2,6519.0,203.8,0.0025
20875,6131.8,6519.0,203.8,0.0025
20876,6154.5,6519.0,203.8,0.0025
20877,6177.1,6519.0,203.8,0.0025
20878,6199.8,6519.0,203.8,0.0025
20879,6222.4,6519.0,203.8,0.0025
20880,6245.0,6519.0,203.8,0.0025
20881,6267.7,6519.0,203.8,0.0025
20882,6290.3,6519.0,203.8,0.0025
20883,6313.0,6519.0,203.8,0.0025
20884,6335.6,6519.0,203.8,0.0025
20885,6358.2,6519.0,203.8,0.0025
20886,6380.9,6519.0,203.8,0.0025
20887,6403.5,6519.0,203.8,0.0025
20888,6426.2,6519.0,203.8,0.0025
20889,6448.8,6519.0,203.8,0.0025
20890,6471.4,6519.0,203.8,0.0025
20891,6494.1,6519.0,203.8,0.0025
20892,6516.7,6519.0,203.8,0.0025
20893,6539.4,6519.0,203.8,0.0025
20894,6562.0,6519.0,203.8,0.0025
20895,6584.6,6519.0,203.8,0.0025
20896,6607.3,6519.0,203.8,0.0025
20897,6629.9,6519.0,203.8,0.0025
20898,6652.6,6519.0,203.8,0.0025
20899,6675.2,6519.0,203.8,0.0025
20900,6697.8,6519.0,203.8,0.0025
20901,6720.5,6519.0,203.8,0.0025
20902,6743.1,6519.0,203.8,0.0025
20903,6765.8,6519.0,203.8,0.0025
20904,6788.4,6519.0,203.8,0.0025
20905,6811.0,6519.0,203.8,0.0025
20906,6833.7,6519.0,203.8,0.0025
20907,6856.3,6519.0,203.8,0.0025
20908,6879.0,6519.0,203.8,0.0025
20909,6901.6,6519.0,203.8,0.0025
20910,6924.2,6519.0,203.8,0.0025
20911,6946.9,6519.0,203.8,0.0025
20912,6969.5,6519.0,203.8,0.0025
20913,6992.2,6519.0,203.8,0.0025
20914,7014.8,6519.0,203.8,1e-24
20915,7037.4,6519.0,203.8,0.0025
20916,7060.1,6519.0,203.8,0.0025
20917,7082.7,6519.0,203.8,0.0025
20918,7105.4,6519.0,203.8,0.0025
20919,7128.0,6519.0,203.8,0.0025
20920,7150.6,6519.0,203.8,0.0025
20921,7173.3,6519.0,203.8,0.0025
20922,7195.9,6519.0,203.8,0.0025
20923,7218.6,6519.0,203.8,0.0025
20924,7241.2,6519.0,203.8,0.0025
20925,7263.8,6519.0,203.8,0.0025
20926,7286.5,6519.0,203.8,0.0025
20927,7309.1,6519.0,203.8,0.0025
20928,7331.8,6519.0,203.8,0.0025
20929,7354.4,6519.0,203.8,0.0025
20930,7377.0,6519.0,203.8,0.0025
20931,7399.7,6519.0,203.8,0.0025
20932,7422.3,6519.0,203.8,0.0025
20933,7445.0,6519.0,203.8,0.0025
20934,7467.6,6519.0,203.8,0.0025
20935,7490.2,6519.0,203.8,0.0025
20936,7512.9,6519.0,203.8,0.0025
20937,7535.5,6519.0,203.8,0.0025
20938,7558.2,6519.0,203.8,0.0025
20939,7580.8,6519.0,203.8,0.0025
20940,7603.4,6519.0,203.8,0.0025
20941,7626.1,6519.0,203.8,0.0025
20942,7648.7,6519.0,203.8,0.0025
20943,7671.4,6519.0,203.8,0.0025
20944,7694.0,6519.0,203.8,0.0025
20945,7716.6,6519.0,203.8,0.0025
20946,7739.3,6519.0,203.8,0.0025
20947,7761.9,6519.0,203.8,0.0025
20948,7784.6,6519.0,203.8,0.0025
20949,7807.2,6519.0,203.8,0.0025
20950,7829.8,6519.0,203.8,0.0025
20951,7852.5,6519.0,203.8,0.0025
20952,7875.1,6519.0,203.8,0.0025
20953,7897.8,6519.0,203.8,0.0025
20954,7920.4,6519.0,203.8,0.0025
20955,7943.0,6519.0,203.8,0.0025
20956,7965.7,6519.0,203.8,0.0025
20957,7988.3,6519.0,203.8,0.0025
20958,8011.0,6519.0,203.8,0.0025
20959,8033.6,6519.0,203.8,0.0025
20960,8056.2,6519.0,203.8,0.0025
20961,8078.9,6519.0,203.8,0.0025
20962,8101.5,6519.0,203.8,0.0025
20963,8124.2,6519.0,203.8,0.0025
20964,8146.8,6519.0,203.8,0.0025
20965,8169.4,6519.0,203.8,0.0025
20966,8192.1,6519.0,203.8,0.0025
20967,8214.7,6519.0,203.8,0.0025
20968,8237.4,6519.0,203.8,0.0025
20969,8260.0,6519.0,203.8,0.0025
20970,8282.6,6519.0,203.8,0.0025
