"x" "y" "z" "Facies"
1161.6 2480.5 361.6 5
1171.2 2501 361.6 5
1180.8 2521.5 361.6 5
1190.4 2542 361.6 5
1200 2562.5 361.6 5
1209.6 2583 361.6 5
1219.2 2603.5 361.6 6
1228.8 2624 361.6 6
1238.4 2644.5 361.6 5
1248 2665 361.6 5
1257.6 2685.5 361.6 5
1267.2 2706 361.6 5
1276.8 2726.5 361.6 5
1286.4 2747 361.6 5
1296 2767.5 361.6 5
1305.6 2788 361.6 5
1315.2 2808.5 361.6 5
1324.8 2829 361.6 5
1334.4 2849.5 361.6 7
1344 2870 361.6 7
1353.6 2890.5 361.6 5
1363.2 2911 361.6 5
1372.8 2931.5 361.6 7
1382.4 2952 361.6 5
1392 2972.5 361.6 5
1401.6 2993 361.6 5
1411.2 3013.5 361.6 5
1420.8 3034 361.6 5
1430.4 3054.5 361.6 5
1440 3075 361.6 5
1449.6 3095.5 361.6 5
1459.2 3116 361.6 5
1468.8 3136.5 361.6 5
1478.4 3157 361.6 5
1488 3177.5 361.6 5
1497.6 3198 361.6 5
1507.2 3218.5 361.6 5
1516.8 3239 361.6 5
1526.4 3259.5 361.6 5
1536 3280 361.6 5
1545.6 3300.5 361.6 5
1555.2 3321 361.6 5
1564.8 3341.5 361.6 5
1574.4 3362 361.6 5
1584 3382.5 361.6 5
1593.6 3403 361.6 5
1603.2 3423.5 361.6 5
1612.8 3444 361.6 5
1622.4 3464.5 361.6 5
1632 3485 361.6 5
1641.6 3505.5 361.6 5
1651.2 3526 361.6 5
1660.8 3546.5 361.6 5
1670.4 3567 361.6 5
1680 3587.5 361.6 5
1689.6 3608 361.6 5
1699.2 3628.5 361.6 5
1708.8 3649 361.6 5
1718.4 3669.5 361.6 5
1728 3690 361.6 5
1737.6 3710.5 361.6 5
1747.2 3731 361.6 5
1756.8 3751.5 361.6 5
1766.4 3772 361.6 5
1776 3792.5 361.6 5
1785.6 3813 361.6 5
1795.2 3833.5 361.6 5
1804.8 3854 361.6 5
1814.4 3874.5 361.6 5
1824 3895 361.6 5
1833.6 3915.5 361.6 5
1843.2 3936 361.6 5
1852.8 3956.5 361.6 5
1862.4 3977 361.6 5
1872 3997.5 361.6 5
1881.6 4018 361.6 5
1891.2 4038.5 361.6 5
1900.8 4059 361.6 5
1910.4 4079.5 361.6 5
1920 4100 361.6 5
1929.6 4120.5 361.6 5
1939.2 4141 361.6 5
1948.8 4161.5 361.6 5
1958.4 4182 361.6 5
1968 4202.5 361.6 5
1977.6 4223 361.6 5
1987.2 4243.5 361.6 5
1996.8 4264 361.6 5
2006.4 4284.5 361.6 5
2016 4305 361.6 5
2025.6 4325.5 361.6 5
2035.2 4346 361.6 5
2044.8 4366.5 361.6 5
2054.4 4387 361.6 3
2064 4407.5 361.6 3
2073.6 4428 361.6 3
2083.2 4448.5 361.6 3
2092.8 4469 361.6 3
2102.4 4489.5 361.6 3
2112 4510 361.6 6
2121.6 4530.5 361.6 6
2131.2 4551 361.6 6
2140.8 4571.5 361.6 6
2150.4 4592 361.6 6
2160 4612.5 361.6 6
2169.6 4633 361.6 6
2179.2 4653.5 361.6 6
2188.8 4674 361.6 6
2198.4 4694.5 361.6 6
2208 4715 361.6 6
2217.6 4735.5 361.6 6
2227.2 4756 361.6 6
2236.8 4776.5 361.6 6
2246.4 4797 361.6 6
2256 4817.5 361.6 6
2265.6 4838 361.6 6
2275.2 4858.5 361.6 7
2284.8 4879 361.6 7
2294.4 4899.5 361.6 7
2304 4920 361.6 3
2313.6 4940.5 361.6 3
2323.2 4961 361.6 8
2332.8 4981.5 361.6 3
2342.4 5002 361.6 3
2352 5022.5 361.6 3
2361.6 5043 361.6 3
2371.2 5063.5 361.6 3
2380.8 5084 361.6 6
2390.4 5104.5 361.6 6
2400 5125 361.6 6
2409.6 5145.5 361.6 6
2419.2 5166 361.6 6
2428.8 5186.5 361.6 6
2438.4 5207 361.6 6
2448 5227.5 361.6 6
2457.6 5248 361.6 6
2467.2 5268.5 361.6 6
2476.8 5289 361.6 6
2486.4 5309.5 361.6 6
2496 5330 361.6 3
2505.6 5350.5 361.6 3
2515.2 5371 361.6 3
2524.8 5391.5 361.6 3
2534.4 5412 361.6 3
2544 5432.5 361.6 3
2553.6 5453 361.6 3
2563.2 5473.5 361.6 3
2572.8 5494 361.6 3
2582.4 5514.5 361.6 3
2592 5535 361.6 3
2601.6 5555.5 361.6 3
2611.2 5576 361.6 3
2620.8 5596.5 361.6 3
2630.4 5617 361.6 3
2640 5637.5 361.6 3
2649.6 5658 361.6 3
2659.2 5678.5 361.6 3
2668.8 5699 361.6 3
2678.4 5719.5 361.6 3
2688 5740 361.6 3
2697.6 5760.5 361.6 3
2707.2 5781 361.6 3
2716.8 5801.5 361.6 3
2726.4 5822 361.6 3
2736 5842.5 361.6 3
2745.6 5863 361.6 3
2755.2 5883.5 361.6 3
2764.8 5904 361.6 3
2774.4 5924.5 361.6 3
2784 5945 361.6 3
2793.6 5965.5 361.6 6
2803.2 5986 361.6 6
2812.8 6006.5 361.6 6
2822.4 6027 361.6 6
2832 6047.5 361.6 6
2841.6 6068 361.6 6
2851.2 6088.5 361.6 6
2860.8 6109 361.6 6
2870.4 6129.5 361.6 6
2880 6150 361.6 6
2889.6 6170.5 361.6 6
2899.2 6191 361.6 6
2908.8 6211.5 361.6 6
2918.4 6232 361.6 6
2928 6252.5 361.6 6
2937.6 6273 361.6 6
2947.2 6293.5 361.6 6
2956.8 6314 361.6 6
2966.4 6334.5 361.6 6
2976 6355 361.6 6
2985.6 6375.5 361.6 6
2995.2 6396 361.6 6
3004.8 6416.5 361.6 6
3014.4 6437 361.6 6
3024 6457.5 361.6 6
3033.6 6478 361.6 6
3043.2 6498.5 361.6 5
3052.8 6519 361.6 5
9.6 20.5 384.2 4
19.2 41 384.2 4
28.8 61.5 384.2 4
38.4 82 384.2 4
48 102.5 384.2 4
57.6 123 384.2 4
67.2 143.5 384.2 4
76.8 164 384.2 4
86.4 184.5 384.2 4
96 205 384.2 4
105.6 225.5 384.2 4
115.2 246 384.2 4
124.8 266.5 384.2 4
134.4 287 384.2 4
144 307.5 384.2 4
153.6 328 384.2 4
163.2 348.5 384.2 4
172.8 369 384.2 4
182.4 389.5 384.2 4
192 410 384.2 4
201.6 430.5 384.2 4
211.2 451 384.2 4
220.8 471.5 384.2 4
230.4 492 384.2 4
240 512.5 384.2 4
249.6 533 384.2 4
259.2 553.5 384.2 4
268.8 574 384.2 4
278.4 594.5 384.2 4
288 615 384.2 4
297.6 635.5 384.2 4
307.2 656 384.2 4
316.8 676.5 384.2 4
326.4 697 384.2 4
336 717.5 384.2 4
345.6 738 384.2 4
355.2 758.5 384.2 4
364.8 779 384.2 4
374.4 799.5 384.2 4
384 820 384.2 4
393.6 840.5 384.2 4
403.2 861 384.2 5
412.8 881.5 384.2 5
422.4 902 384.2 5
432 922.5 384.2 5
441.6 943 384.2 5
451.2 963.5 384.2 5
460.8 984 384.2 5
470.4 1004.5 384.2 5
480 1025 384.2 5
489.6 1045.5 384.2 5
499.2 1066 384.2 5
508.8 1086.5 384.2 5
518.4 1107 384.2 5
528 1127.5 384.2 5
537.6 1148 384.2 5
547.2 1168.5 384.2 5
556.8 1189 384.2 5
566.4 1209.5 384.2 5
576 1230 384.2 7
585.6 1250.5 384.2 7
595.2 1271 384.2 7
604.8 1291.5 384.2 4
614.4 1312 384.2 4
624 1332.5 384.2 4
633.6 1353 384.2 4
643.2 1373.5 384.2 8
652.8 1394 384.2 4
662.4 1414.5 384.2 4
672 1435 384.2 4
681.6 1455.5 384.2 4
691.2 1476 384.2 4
700.8 1496.5 384.2 4
710.4 1517 384.2 4
720 1537.5 384.2 4
729.6 1558 384.2 4
739.2 1578.5 384.2 4
748.8 1599 384.2 4
758.4 1619.5 384.2 4
768 1640 384.2 4
777.6 1660.5 384.2 4
787.2 1681 384.2 4
796.8 1701.5 384.2 4
806.4 1722 384.2 4
816 1742.5 384.2 4
825.6 1763 384.2 4
835.2 1783.5 384.2 4
844.8 1804 384.2 4
854.4 1824.5 384.2 4
864 1845 384.2 4
873.6 1865.5 384.2 4
883.2 1886 384.2 4
892.8 1906.5 384.2 4
902.4 1927 384.2 4
912 1947.5 384.2 4
921.6 1968 384.2 4
931.2 1988.5 384.2 4
940.8 2009 384.2 4
950.4 2029.5 384.2 4
960 2050 384.2 4
969.6 2070.5 384.2 4
979.2 2091 384.2 4
988.8 2111.5 384.2 4
998.4 2132 384.2 3
1008 2152.5 384.2 3
1017.6 2173 384.2 3
1027.2 2193.5 384.2 3
1036.8 2214 384.2 3
1046.4 2234.5 384.2 3
1056 2255 384.2 3
1065.6 2275.5 384.2 3
1075.2 2296 384.2 3
1084.8 2316.5 384.2 3
1094.4 2337 384.2 3
1104 2357.5 384.2 3
1113.6 2378 384.2 5
1123.2 2398.5 384.2 5
1132.8 2419 384.2 5
1142.4 2439.5 384.2 5
1152 2460 384.2 7
1161.6 2480.5 384.2 7
1171.2 2501 384.2 7
1180.8 2521.5 384.2 7
1190.4 2542 384.2 5
1200 2562.5 384.2 5
1209.6 2583 384.2 5
1219.2 2603.5 384.2 5
1228.8 2624 384.2 6
1238.4 2644.5 384.2 6
1248 2665 384.2 6
1257.6 2685.5 384.2 5
1267.2 2706 384.2 5
1276.8 2726.5 384.2 5
1286.4 2747 384.2 5
1296 2767.5 384.2 5
1305.6 2788 384.2 5
1315.2 2808.5 384.2 7
1324.8 2829 384.2 7
1334.4 2849.5 384.2 5
1344 2870 384.2 5
1353.6 2890.5 384.2 5
1363.2 2911 384.2 7
1372.8 2931.5 384.2 5
1382.4 2952 384.2 5
1392 2972.5 384.2 5
1401.6 2993 384.2 5
1411.2 3013.5 384.2 5
1420.8 3034 384.2 5
1430.4 3054.5 384.2 5
1440 3075 384.2 5
1449.6 3095.5 384.2 5
1459.2 3116 384.2 5
1468.8 3136.5 384.2 5
1478.4 3157 384.2 5
1488 3177.5 384.2 5
1497.6 3198 384.2 5
1507.2 3218.5 384.2 5
1516.8 3239 384.2 5
1526.4 3259.5 384.2 5
1536 3280 384.2 5
1545.6 3300.5 384.2 5
1555.2 3321 384.2 5
1564.8 3341.5 384.2 5
1574.4 3362 384.2 5
1584 3382.5 384.2 5
1593.6 3403 384.2 5
1603.2 3423.5 384.2 5
1612.8 3444 384.2 5
1622.4 3464.5 384.2 8
1632 3485 384.2 5
1641.6 3505.5 384.2 5
1651.2 3526 384.2 5
1660.8 3546.5 384.2 5
1670.4 3567 384.2 5
1680 3587.5 384.2 5
1689.6 3608 384.2 5
1699.2 3628.5 384.2 5
1708.8 3649 384.2 5
1718.4 3669.5 384.2 5
1728 3690 384.2 5
1737.6 3710.5 384.2 5
1747.2 3731 384.2 5
1756.8 3751.5 384.2 5
1766.4 3772 384.2 5
1776 3792.5 384.2 5
1785.6 3813 384.2 5
1795.2 3833.5 384.2 5
1804.8 3854 384.2 5
1814.4 3874.5 384.2 5
1824 3895 384.2 5
1833.6 3915.5 384.2 5
1843.2 3936 384.2 5
1852.8 3956.5 384.2 5
1862.4 3977 384.2 5
1872 3997.5 384.2 5
1881.6 4018 384.2 5
1891.2 4038.5 384.2 5
1900.8 4059 384.2 5
1910.4 4079.5 384.2 5
1920 4100 384.2 5
1929.6 4120.5 384.2 5
1939.2 4141 384.2 5
1948.8 4161.5 384.2 5
1958.4 4182 384.2 5
1968 4202.5 384.2 5
1977.6 4223 384.2 5
1987.2 4243.5 384.2 5
1996.8 4264 384.2 5
2006.4 4284.5 384.2 5
2016 4305 384.2 5
2025.6 4325.5 384.2 5
2035.2 4346 384.2 5
2044.8 4366.5 384.2 5
2054.4 4387 384.2 5
2064 4407.5 384.2 5
2073.6 4428 384.2 5
2083.2 4448.5 384.2 5
2092.8 4469 384.2 3
2102.4 4489.5 384.2 3
2112 4510 384.2 3
2121.6 4530.5 384.2 3
2131.2 4551 384.2 3
2140.8 4571.5 384.2 3
2150.4 4592 384.2 3
2160 4612.5 384.2 3
2169.6 4633 384.2 3
2179.2 4653.5 384.2 3
2188.8 4674 384.2 3
2198.4 4694.5 384.2 3
2208 4715 384.2 3
2217.6 4735.5 384.2 3
2227.2 4756 384.2 3
2236.8 4776.5 384.2 3
2246.4 4797 384.2 3
2256 4817.5 384.2 3
2265.6 4838 384.2 3
2275.2 4858.5 384.2 3
2284.8 4879 384.2 3
2294.4 4899.5 384.2 3
2304 4920 384.2 3
2313.6 4940.5 384.2 3
2323.2 4961 384.2 3
2332.8 4981.5 384.2 3
2342.4 5002 384.2 3
2352 5022.5 384.2 3
2361.6 5043 384.2 3
2371.2 5063.5 384.2 3
2380.8 5084 384.2 3
2390.4 5104.5 384.2 8
2400 5125 384.2 3
2409.6 5145.5 384.2 3
2419.2 5166 384.2 3
2428.8 5186.5 384.2 3
2438.4 5207 384.2 3
2448 5227.5 384.2 3
2457.6 5248 384.2 3
2467.2 5268.5 384.2 3
2476.8 5289 384.2 3
2486.4 5309.5 384.2 3
2496 5330 384.2 3
2505.6 5350.5 384.2 3
2515.2 5371 384.2 3
2524.8 5391.5 384.2 3
2534.4 5412 384.2 3
2544 5432.5 384.2 3
2553.6 5453 384.2 3
2563.2 5473.5 384.2 3
2572.8 5494 384.2 3
2582.4 5514.5 384.2 3
2592 5535 384.2 3
2601.6 5555.5 384.2 3
2611.2 5576 384.2 3
2620.8 5596.5 384.2 3
2630.4 5617 384.2 3
2640 5637.5 384.2 3
2649.6 5658 384.2 3
2659.2 5678.5 384.2 3
2668.8 5699 384.2 3
2678.4 5719.5 384.2 3
2688 5740 384.2 3
2697.6 5760.5 384.2 3
2707.2 5781 384.2 3
2716.8 5801.5 384.2 3
2726.4 5822 384.2 3
2736 5842.5 384.2 3
2745.6 5863 384.2 3
2755.2 5883.5 384.2 3
2764.8 5904 384.2 3
2774.4 5924.5 384.2 3
2784 5945 384.2 3
2793.6 5965.5 384.2 3
2803.2 5986 384.2 3
2812.8 6006.5 384.2 3
2822.4 6027 384.2 3
2832 6047.5 384.2 3
2841.6 6068 384.2 6
2851.2 6088.5 384.2 6
2860.8 6109 384.2 6
2870.4 6129.5 384.2 6
2880 6150 384.2 6
2889.6 6170.5 384.2 6
2899.2 6191 384.2 6
2908.8 6211.5 384.2 6
2918.4 6232 384.2 6
2928 6252.5 384.2 6
2937.6 6273 384.2 6
2947.2 6293.5 384.2 6
2956.8 6314 384.2 6
2966.4 6334.5 384.2 6
2976 6355 384.2 6
2985.6 6375.5 384.2 6
2995.2 6396 384.2 6
3004.8 6416.5 384.2 6
3014.4 6437 384.2 6
3024 6457.5 384.2 6
3033.6 6478 384.2 6
3043.2 6498.5 384.2 6
3052.8 6519 384.2 6
9.6 20.5 406.8 2
19.2 41 406.8 2
28.8 61.5 406.8 2
38.4 82 406.8 2
48 102.5 406.8 2
57.6 123 406.8 2
67.2 143.5 406.8 2
76.8 164 406.8 4
86.4 184.5 406.8 4
96 205 406.8 4
105.6 225.5 406.8 4
115.2 246 406.8 4
124.8 266.5 406.8 4
134.4 287 406.8 4
144 307.5 406.8 4
153.6 328 406.8 4
163.2 348.5 406.8 4
172.8 369 406.8 4
182.4 389.5 406.8 4
192 410 406.8 4
201.6 430.5 406.8 4
211.2 451 406.8 4
220.8 471.5 406.8 4
230.4 492 406.8 4
240 512.5 406.8 4
249.6 533 406.8 4
259.2 553.5 406.8 4
268.8 574 406.8 2
278.4 594.5 406.8 2
288 615 406.8 2
297.6 635.5 406.8 2
307.2 656 406.8 2
316.8 676.5 406.8 8
326.4 697 406.8 8
336 717.5 406.8 2
345.6 738 406.8 2
355.2 758.5 406.8 2
364.8 779 406.8 2
374.4 799.5 406.8 2
384 820 406.8 2
393.6 840.5 406.8 2
403.2 861 406.8 2
412.8 881.5 406.8 2
422.4 902 406.8 2
432 922.5 406.8 2
441.6 943 406.8 6
451.2 963.5 406.8 6
460.8 984 406.8 6
470.4 1004.5 406.8 6
480 1025 406.8 6
489.6 1045.5 406.8 6
499.2 1066 406.8 5
508.8 1086.5 406.8 5
518.4 1107 406.8 5
528 1127.5 406.8 5
537.6 1148 406.8 5
547.2 1168.5 406.8 5
556.8 1189 406.8 5
566.4 1209.5 406.8 5
576 1230 406.8 5
585.6 1250.5 406.8 5
595.2 1271 406.8 7
604.8 1291.5 406.8 7
614.4 1312 406.8 7
624 1332.5 406.8 7
633.6 1353 406.8 7
643.2 1373.5 406.8 7
652.8 1394 406.8 5
662.4 1414.5 406.8 5
672 1435 406.8 5
681.6 1455.5 406.8 5
691.2 1476 406.8 5
700.8 1496.5 406.8 6
710.4 1517 406.8 6
720 1537.5 406.8 5
729.6 1558 406.8 5
739.2 1578.5 406.8 5
748.8 1599 406.8 5
758.4 1619.5 406.8 5
768 1640 406.8 5
777.6 1660.5 406.8 5
787.2 1681 406.8 5
796.8 1701.5 406.8 5
806.4 1722 406.8 5
816 1742.5 406.8 5
825.6 1763 406.8 8
835.2 1783.5 406.8 8
844.8 1804 406.8 5
854.4 1824.5 406.8 5
864 1845 406.8 5
873.6 1865.5 406.8 5
883.2 1886 406.8 5
892.8 1906.5 406.8 5
902.4 1927 406.8 5
912 1947.5 406.8 8
921.6 1968 406.8 8
931.2 1988.5 406.8 8
940.8 2009 406.8 5
950.4 2029.5 406.8 5
960 2050 406.8 5
969.6 2070.5 406.8 3
979.2 2091 406.8 3
988.8 2111.5 406.8 3
998.4 2132 406.8 3
1008 2152.5 406.8 3
1017.6 2173 406.8 3
1027.2 2193.5 406.8 3
1036.8 2214 406.8 3
1046.4 2234.5 406.8 3
1056 2255 406.8 3
1065.6 2275.5 406.8 3
1075.2 2296 406.8 3
1084.8 2316.5 406.8 3
1094.4 2337 406.8 3
1104 2357.5 406.8 3
1113.6 2378 406.8 3
1123.2 2398.5 406.8 3
1132.8 2419 406.8 3
1142.4 2439.5 406.8 5
1152 2460 406.8 5
1161.6 2480.5 406.8 5
1171.2 2501 406.8 5
1180.8 2521.5 406.8 7
1190.4 2542 406.8 7
1200 2562.5 406.8 7
1209.6 2583 406.8 7
1219.2 2603.5 406.8 5
1228.8 2624 406.8 5
1238.4 2644.5 406.8 5
1248 2665 406.8 6
1257.6 2685.5 406.8 6
1267.2 2706 406.8 6
1276.8 2726.5 406.8 5
1286.4 2747 406.8 5
1296 2767.5 406.8 5
1305.6 2788 406.8 5
1315.2 2808.5 406.8 5
1324.8 2829 406.8 5
1334.4 2849.5 406.8 5
1344 2870 406.8 5
1353.6 2890.5 406.8 5
1363.2 2911 406.8 5
1372.8 2931.5 406.8 5
1382.4 2952 406.8 5
1392 2972.5 406.8 5
1401.6 2993 406.8 5
1411.2 3013.5 406.8 5
1420.8 3034 406.8 5
1430.4 3054.5 406.8 5
1440 3075 406.8 5
1449.6 3095.5 406.8 5
1459.2 3116 406.8 5
1468.8 3136.5 406.8 5
1478.4 3157 406.8 5
1488 3177.5 406.8 5
1497.6 3198 406.8 5
1507.2 3218.5 406.8 5
1516.8 3239 406.8 5
1526.4 3259.5 406.8 5
1536 3280 406.8 5
1545.6 3300.5 406.8 5
1555.2 3321 406.8 5
1564.8 3341.5 406.8 5
1574.4 3362 406.8 5
1584 3382.5 406.8 5
1593.6 3403 406.8 5
1603.2 3423.5 406.8 5
1612.8 3444 406.8 5
1622.4 3464.5 406.8 5
1632 3485 406.8 5
1641.6 3505.5 406.8 5
1651.2 3526 406.8 5
1660.8 3546.5 406.8 5
1670.4 3567 406.8 5
1680 3587.5 406.8 5
1689.6 3608 406.8 5
1699.2 3628.5 406.8 5
1708.8 3649 406.8 5
1718.4 3669.5 406.8 5
1728 3690 406.8 5
1737.6 3710.5 406.8 5
1747.2 3731 406.8 5
1756.8 3751.5 406.8 5
1766.4 3772 406.8 5
1776 3792.5 406.8 5
1785.6 3813 406.8 5
1795.2 3833.5 406.8 5
1804.8 3854 406.8 8
1814.4 3874.5 406.8 5
1824 3895 406.8 5
1833.6 3915.5 406.8 5
1843.2 3936 406.8 5
1852.8 3956.5 406.8 5
1862.4 3977 406.8 5
1872 3997.5 406.8 5
1881.6 4018 406.8 5
1891.2 4038.5 406.8 5
1900.8 4059 406.8 5
1910.4 4079.5 406.8 5
1920 4100 406.8 5
1929.6 4120.5 406.8 5
1939.2 4141 406.8 5
1948.8 4161.5 406.8 5
1958.4 4182 406.8 5
1968 4202.5 406.8 5
1977.6 4223 406.8 5
1987.2 4243.5 406.8 5
1996.8 4264 406.8 5
2006.4 4284.5 406.8 5
2016 4305 406.8 5
2025.6 4325.5 406.8 5
2035.2 4346 406.8 5
2044.8 4366.5 406.8 5
2054.4 4387 406.8 5
2064 4407.5 406.8 5
2073.6 4428 406.8 5
2083.2 4448.5 406.8 5
2092.8 4469 406.8 5
2102.4 4489.5 406.8 5
2112 4510 406.8 5
2121.6 4530.5 406.8 6
2131.2 4551 406.8 6
2140.8 4571.5 406.8 3
2150.4 4592 406.8 3
2160 4612.5 406.8 3
2169.6 4633 406.8 3
2179.2 4653.5 406.8 3
2188.8 4674 406.8 3
2198.4 4694.5 406.8 3
2208 4715 406.8 3
2217.6 4735.5 406.8 3
2227.2 4756 406.8 3
2236.8 4776.5 406.8 3
2246.4 4797 406.8 3
2256 4817.5 406.8 3
2265.6 4838 406.8 3
2275.2 4858.5 406.8 3
2284.8 4879 406.8 3
2294.4 4899.5 406.8 3
2304 4920 406.8 3
2313.6 4940.5 406.8 3
2323.2 4961 406.8 3
2332.8 4981.5 406.8 3
2342.4 5002 406.8 3
2352 5022.5 406.8 3
2361.6 5043 406.8 3
2371.2 5063.5 406.8 3
2380.8 5084 406.8 3
2390.4 5104.5 406.8 8
2400 5125 406.8 3
2409.6 5145.5 406.8 3
2419.2 5166 406.8 3
2428.8 5186.5 406.8 3
2438.4 5207 406.8 3
2448 5227.5 406.8 3
2457.6 5248 406.8 3
2467.2 5268.5 406.8 3
2476.8 5289 406.8 3
2486.4 5309.5 406.8 3
2496 5330 406.8 3
2505.6 5350.5 406.8 3
2515.2 5371 406.8 3
2524.8 5391.5 406.8 3
2534.4 5412 406.8 3
2544 5432.5 406.8 3
2553.6 5453 406.8 3
2563.2 5473.5 406.8 3
2572.8 5494 406.8 3
2582.4 5514.5 406.8 3
2592 5535 406.8 3
2601.6 5555.5 406.8 3
2611.2 5576 406.8 3
2620.8 5596.5 406.8 3
2630.4 5617 406.8 3
2640 5637.5 406.8 3
2649.6 5658 406.8 3
2659.2 5678.5 406.8 3
2668.8 5699 406.8 3
2678.4 5719.5 406.8 3
2688 5740 406.8 3
2697.6 5760.5 406.8 3
2707.2 5781 406.8 3
2716.8 5801.5 406.8 3
2726.4 5822 406.8 3
2736 5842.5 406.8 3
2745.6 5863 406.8 3
2755.2 5883.5 406.8 3
2764.8 5904 406.8 3
2774.4 5924.5 406.8 3
2784 5945 406.8 3
2793.6 5965.5 406.8 3
2803.2 5986 406.8 3
2812.8 6006.5 406.8 3
2822.4 6027 406.8 3
2832 6047.5 406.8 3
2841.6 6068 406.8 3
2851.2 6088.5 406.8 3
2860.8 6109 406.8 3
2870.4 6129.5 406.8 3
2880 6150 406.8 3
2889.6 6170.5 406.8 3
2899.2 6191 406.8 6
2908.8 6211.5 406.8 6
2918.4 6232 406.8 6
2928 6252.5 406.8 6
2937.6 6273 406.8 6
2947.2 6293.5 406.8 6
2956.8 6314 406.8 6
2966.4 6334.5 406.8 6
2976 6355 406.8 6
2985.6 6375.5 406.8 6
2995.2 6396 406.8 6
3004.8 6416.5 406.8 6
3014.4 6437 406.8 6
3024 6457.5 406.8 6
3033.6 6478 406.8 6
3043.2 6498.5 406.8 6
3052.8 6519 406.8 6
9.6 20.5 429.4 2
19.2 41 429.4 2
28.8 61.5 429.4 2
38.4 82 429.4 4
48 102.5 429.4 4
57.6 123 429.4 4
67.2 143.5 429.4 4
76.8 164 429.4 4
86.4 184.5 429.4 4
96 205 429.4 4
105.6 225.5 429.4 4
115.2 246 429.4 4
124.8 266.5 429.4 4
134.4 287 429.4 4
144 307.5 429.4 4
153.6 328 429.4 4
163.2 348.5 429.4 4
172.8 369 429.4 4
182.4 389.5 429.4 4
192 410 429.4 4
201.6 430.5 429.4 4
211.2 451 429.4 4
220.8 471.5 429.4 2
230.4 492 429.4 2
240 512.5 429.4 6
249.6 533 429.4 6
259.2 553.5 429.4 6
268.8 574 429.4 6
278.4 594.5 429.4 8
288 615 429.4 2
297.6 635.5 429.4 2
307.2 656 429.4 2
316.8 676.5 429.4 2
326.4 697 429.4 2
336 717.5 429.4 2
345.6 738 429.4 2
355.2 758.5 429.4 2
364.8 779 429.4 2
374.4 799.5 429.4 2
384 820 429.4 2
393.6 840.5 429.4 2
403.2 861 429.4 2
412.8 881.5 429.4 2
422.4 902 429.4 2
432 922.5 429.4 2
441.6 943 429.4 2
451.2 963.5 429.4 2
460.8 984 429.4 6
470.4 1004.5 429.4 6
480 1025 429.4 6
489.6 1045.5 429.4 6
499.2 1066 429.4 6
508.8 1086.5 429.4 3
518.4 1107 429.4 3
528 1127.5 429.4 3
537.6 1148 429.4 3
547.2 1168.5 429.4 3
556.8 1189 429.4 3
566.4 1209.5 429.4 5
576 1230 429.4 5
585.6 1250.5 429.4 5
595.2 1271 429.4 8
604.8 1291.5 429.4 5
614.4 1312 429.4 5
624 1332.5 429.4 5
633.6 1353 429.4 5
643.2 1373.5 429.4 5
652.8 1394 429.4 5
662.4 1414.5 429.4 5
672 1435 429.4 5
681.6 1455.5 429.4 5
691.2 1476 429.4 5
700.8 1496.5 429.4 5
710.4 1517 429.4 5
720 1537.5 429.4 6
729.6 1558 429.4 6
739.2 1578.5 429.4 6
748.8 1599 429.4 6
758.4 1619.5 429.4 6
768 1640 429.4 5
777.6 1660.5 429.4 5
787.2 1681 429.4 5
796.8 1701.5 429.4 5
806.4 1722 429.4 5
816 1742.5 429.4 5
825.6 1763 429.4 5
835.2 1783.5 429.4 5
844.8 1804 429.4 5
854.4 1824.5 429.4 5
864 1845 429.4 5
873.6 1865.5 429.4 5
883.2 1886 429.4 5
892.8 1906.5 429.4 5
902.4 1927 429.4 5
912 1947.5 429.4 8
921.6 1968 429.4 5
931.2 1988.5 429.4 5
940.8 2009 429.4 5
950.4 2029.5 429.4 5
960 2050 429.4 5
969.6 2070.5 429.4 5
979.2 2091 429.4 5
988.8 2111.5 429.4 5
998.4 2132 429.4 3
1008 2152.5 429.4 3
1017.6 2173 429.4 3
1027.2 2193.5 429.4 3
1036.8 2214 429.4 8
1046.4 2234.5 429.4 3
1056 2255 429.4 3
1065.6 2275.5 429.4 3
1075.2 2296 429.4 3
1084.8 2316.5 429.4 3
1094.4 2337 429.4 3
1104 2357.5 429.4 3
1113.6 2378 429.4 3
1123.2 2398.5 429.4 3
1132.8 2419 429.4 3
1142.4 2439.5 429.4 3
1152 2460 429.4 3
1161.6 2480.5 429.4 3
1171.2 2501 429.4 5
1180.8 2521.5 429.4 5
1190.4 2542 429.4 5
1200 2562.5 429.4 5
1209.6 2583 429.4 7
1219.2 2603.5 429.4 7
1228.8 2624 429.4 7
1238.4 2644.5 429.4 7
1248 2665 429.4 7
1257.6 2685.5 429.4 5
1267.2 2706 429.4 5
1276.8 2726.5 429.4 6
1286.4 2747 429.4 6
1296 2767.5 429.4 6
1305.6 2788 429.4 6
1315.2 2808.5 429.4 5
1324.8 2829 429.4 5
1334.4 2849.5 429.4 5
1344 2870 429.4 5
1353.6 2890.5 429.4 5
1363.2 2911 429.4 5
1372.8 2931.5 429.4 5
1382.4 2952 429.4 5
1392 2972.5 429.4 5
1401.6 2993 429.4 5
1411.2 3013.5 429.4 6
1420.8 3034 429.4 6
1430.4 3054.5 429.4 5
1440 3075 429.4 5
1449.6 3095.5 429.4 5
1459.2 3116 429.4 5
1468.8 3136.5 429.4 5
1478.4 3157 429.4 5
