"x" "y" "z" "Facies"
4705.5 6519 90.6 5
4728.2 6519 90.6 5
4750.8 6519 90.6 5
4773.4 6519 90.6 5
4796.1 6519 90.6 5
4818.7 6519 90.6 5
4841.4 6519 90.6 5
4864 6519 90.6 5
4886.6 6519 90.6 5
4909.3 6519 90.6 5
4931.9 6519 90.6 5
4954.6 6519 90.6 5
4977.2 6519 90.6 5
4999.8 6519 90.6 5
5022.5 6519 90.6 5
5045.1 6519 90.6 5
5067.8 6519 90.6 5
5090.4 6519 90.6 5
5113 6519 90.6 5
5135.7 6519 90.6 5
5158.3 6519 90.6 5
5181 6519 90.6 5
5203.6 6519 90.6 5
5226.2 6519 90.6 5
5248.9 6519 90.6 5
5271.5 6519 90.6 5
5294.2 6519 90.6 5
5316.8 6519 90.6 6
5339.4 6519 90.6 6
5362.1 6519 90.6 6
5384.7 6519 90.6 6
5407.4 6519 90.6 6
5430 6519 90.6 6
5452.6 6519 90.6 6
5475.3 6519 90.6 7
5497.9 6519 90.6 7
5520.6 6519 90.6 7
5543.2 6519 90.6 7
5565.8 6519 90.6 7
5588.5 6519 90.6 7
5611.1 6519 90.6 7
5633.8 6519 90.6 7
5656.4 6519 90.6 7
5679 6519 90.6 7
5701.7 6519 90.6 7
5724.3 6519 90.6 7
5747 6519 90.6 7
5769.6 6519 90.6 7
5792.2 6519 90.6 7
5814.9 6519 90.6 7
5837.5 6519 90.6 7
5860.2 6519 90.6 7
5882.8 6519 90.6 7
5905.4 6519 90.6 7
5928.1 6519 90.6 7
5950.7 6519 90.6 7
5973.4 6519 90.6 7
5996 6519 90.6 7
6018.6 6519 90.6 7
6041.3 6519 90.6 7
6063.9 6519 90.6 7
6086.6 6519 90.6 7
6109.2 6519 90.6 7
6131.8 6519 90.6 7
6154.5 6519 90.6 7
6177.1 6519 90.6 7
6199.8 6519 90.6 7
6222.4 6519 90.6 7
6245 6519 90.6 7
6267.7 6519 90.6 7
6290.3 6519 90.6 7
6313 6519 90.6 7
6335.6 6519 90.6 7
6358.2 6519 90.6 7
6380.9 6519 90.6 7
6403.5 6519 90.6 7
6426.2 6519 90.6 7
6448.8 6519 90.6 7
6471.4 6519 90.6 7
6494.1 6519 90.6 7
6516.7 6519 90.6 7
6539.4 6519 90.6 7
6562 6519 90.6 7
6584.6 6519 90.6 5
6607.3 6519 90.6 5
6629.9 6519 90.6 5
6652.6 6519 90.6 5
6675.2 6519 90.6 5
6697.8 6519 90.6 5
6720.5 6519 90.6 3
6743.1 6519 90.6 3
6765.8 6519 90.6 3
6788.4 6519 90.6 3
6811 6519 90.6 3
6833.7 6519 90.6 3
6856.3 6519 90.6 8
6879 6519 90.6 3
6901.6 6519 90.6 3
6924.2 6519 90.6 3
6946.9 6519 90.6 3
6969.5 6519 90.6 3
6992.2 6519 90.6 3
7014.8 6519 90.6 3
7037.4 6519 90.6 7
7060.1 6519 90.6 7
7082.7 6519 90.6 7
7105.4 6519 90.6 7
7128 6519 90.6 7
7150.6 6519 90.6 7
7173.3 6519 90.6 7
7195.9 6519 90.6 7
7218.6 6519 90.6 7
7241.2 6519 90.6 7
7263.8 6519 90.6 7
7286.5 6519 90.6 7
7309.1 6519 90.6 7
7331.8 6519 90.6 7
7354.4 6519 90.6 7
7377 6519 90.6 7
7399.7 6519 90.6 7
7422.3 6519 90.6 3
7445 6519 90.6 3
7467.6 6519 90.6 3
7490.2 6519 90.6 3
7512.9 6519 90.6 3
7535.5 6519 90.6 3
7558.2 6519 90.6 3
7580.8 6519 90.6 3
7603.4 6519 90.6 3
7626.1 6519 90.6 3
7648.7 6519 90.6 3
7671.4 6519 90.6 3
7694 6519 90.6 3
7716.6 6519 90.6 3
7739.3 6519 90.6 3
7761.9 6519 90.6 3
7784.6 6519 90.6 3
7807.2 6519 90.6 3
7829.8 6519 90.6 3
7852.5 6519 90.6 3
7875.1 6519 90.6 3
7897.8 6519 90.6 3
7920.4 6519 90.6 3
7943 6519 90.6 3
7965.7 6519 90.6 3
7988.3 6519 90.6 3
8011 6519 90.6 3
8033.6 6519 90.6 3
8056.2 6519 90.6 3
8078.9 6519 90.6 3
8101.5 6519 90.6 3
8124.2 6519 90.6 3
8146.8 6519 90.6 3
8169.4 6519 90.6 3
8192.1 6519 90.6 3
8214.7 6519 90.6 3
8237.4 6519 90.6 3
8260 6519 90.6 3
8282.6 6519 90.6 3
8305.3 6519 90.6 3
8327.9 6519 90.6 3
8350.6 6519 90.6 3
8373.2 6519 90.6 3
8395.8 6519 90.6 3
8418.5 6519 90.6 3
8441.1 6519 90.6 3
8463.8 6519 90.6 3
8486.4 6519 90.6 3
8509 6519 90.6 3
8531.7 6519 90.6 3
8554.3 6519 90.6 3
8577 6519 90.6 3
8599.6 6519 90.6 3
8622.2 6519 90.6 3
8644.9 6519 90.6 3
8667.5 6519 90.6 3
8690.2 6519 90.6 3
8712.8 6519 90.6 3
8735.4 6519 90.6 3
8758.1 6519 90.6 3
8780.7 6519 90.6 3
8803.4 6519 90.6 3
8826 6519 90.6 3
8848.6 6519 90.6 3
8871.3 6519 90.6 3
8893.9 6519 90.6 3
8916.6 6519 90.6 3
8939.2 6519 90.6 3
8961.8 6519 90.6 3
8984.5 6519 90.6 3
9007.1 6519 90.6 8
9029.8 6519 90.6 8
9052.4 6519 90.6 3
9075 6519 90.6 3
9097.7 6519 90.6 8
9120.3 6519 90.6 8
9143 6519 90.6 3
9165.6 6519 90.6 3
9188.2 6519 90.6 3
9210.9 6519 90.6 3
9233.5 6519 90.6 3
9256.2 6519 90.6 3
9278.8 6519 90.6 3
9301.4 6519 90.6 3
9324.1 6519 90.6 3
9346.7 6519 90.6 3
9369.4 6519 90.6 3
9392 6519 90.6 3
9414.6 6519 90.6 3
9437.3 6519 90.6 3
9459.9 6519 90.6 3
9482.6 6519 90.6 3
9505.2 6519 90.6 3
9527.8 6519 90.6 3
9550.5 6519 90.6 3
3075.4 6519 113.2 2
3098.1 6519 113.2 2
3120.7 6519 113.2 2
3143.4 6519 113.2 2
3166 6519 113.2 2
3188.6 6519 113.2 2
3211.3 6519 113.2 5
3233.9 6519 113.2 5
3256.6 6519 113.2 5
3279.2 6519 113.2 5
3301.8 6519 113.2 5
3324.5 6519 113.2 5
3347.1 6519 113.2 5
3369.8 6519 113.2 5
3392.4 6519 113.2 6
3415 6519 113.2 6
3437.7 6519 113.2 5
3460.3 6519 113.2 5
3483 6519 113.2 5
3505.6 6519 113.2 6
3528.2 6519 113.2 6
3550.9 6519 113.2 6
3573.5 6519 113.2 6
3596.2 6519 113.2 6
3618.8 6519 113.2 6
3641.4 6519 113.2 6
3664.1 6519 113.2 6
3686.7 6519 113.2 6
3709.4 6519 113.2 6
3732 6519 113.2 6
3754.6 6519 113.2 6
3777.3 6519 113.2 6
3799.9 6519 113.2 6
3822.6 6519 113.2 6
3845.2 6519 113.2 6
3867.8 6519 113.2 6
3890.5 6519 113.2 6
3913.1 6519 113.2 6
3935.8 6519 113.2 3
3958.4 6519 113.2 3
3981 6519 113.2 3
4003.7 6519 113.2 3
4026.3 6519 113.2 5
4049 6519 113.2 5
4071.6 6519 113.2 5
4094.2 6519 113.2 3
4116.9 6519 113.2 3
4139.5 6519 113.2 3
4162.2 6519 113.2 3
4184.8 6519 113.2 3
4207.4 6519 113.2 3
4230.1 6519 113.2 5
4252.7 6519 113.2 5
4275.4 6519 113.2 5
4298 6519 113.2 5
4320.6 6519 113.2 5
4343.3 6519 113.2 5
4365.9 6519 113.2 5
4388.6 6519 113.2 5
4411.2 6519 113.2 5
4433.8 6519 113.2 5
4456.5 6519 113.2 5
4479.1 6519 113.2 5
4501.8 6519 113.2 5
4524.4 6519 113.2 5
4547 6519 113.2 5
4569.7 6519 113.2 5
4592.3 6519 113.2 5
4615 6519 113.2 5
4637.6 6519 113.2 5
4660.2 6519 113.2 5
4682.9 6519 113.2 5
4705.5 6519 113.2 5
4728.2 6519 113.2 5
4750.8 6519 113.2 3
4773.4 6519 113.2 3
4796.1 6519 113.2 3
4818.7 6519 113.2 3
4841.4 6519 113.2 3
4864 6519 113.2 3
4886.6 6519 113.2 3
4909.3 6519 113.2 5
4931.9 6519 113.2 5
4954.6 6519 113.2 5
4977.2 6519 113.2 5
4999.8 6519 113.2 5
5022.5 6519 113.2 5
5045.1 6519 113.2 5
5067.8 6519 113.2 5
5090.4 6519 113.2 5
5113 6519 113.2 5
5135.7 6519 113.2 6
5158.3 6519 113.2 6
5181 6519 113.2 6
5203.6 6519 113.2 6
5226.2 6519 113.2 6
5248.9 6519 113.2 6
5271.5 6519 113.2 6
5294.2 6519 113.2 6
5316.8 6519 113.2 6
5339.4 6519 113.2 6
5362.1 6519 113.2 6
5384.7 6519 113.2 6
5407.4 6519 113.2 6
5430 6519 113.2 6
5452.6 6519 113.2 6
5475.3 6519 113.2 6
5497.9 6519 113.2 6
5520.6 6519 113.2 7
5543.2 6519 113.2 7
5565.8 6519 113.2 7
5588.5 6519 113.2 7
5611.1 6519 113.2 7
5633.8 6519 113.2 7
5656.4 6519 113.2 7
5679 6519 113.2 7
5701.7 6519 113.2 7
5724.3 6519 113.2 7
5747 6519 113.2 7
5769.6 6519 113.2 7
5792.2 6519 113.2 7
5814.9 6519 113.2 7
5837.5 6519 113.2 7
5860.2 6519 113.2 7
5882.8 6519 113.2 7
5905.4 6519 113.2 7
5928.1 6519 113.2 7
5950.7 6519 113.2 7
5973.4 6519 113.2 7
5996 6519 113.2 7
6018.6 6519 113.2 7
6041.3 6519 113.2 7
6063.9 6519 113.2 7
6086.6 6519 113.2 7
6109.2 6519 113.2 7
6131.8 6519 113.2 7
6154.5 6519 113.2 7
6177.1 6519 113.2 7
6199.8 6519 113.2 7
6222.4 6519 113.2 7
6245 6519 113.2 7
6267.7 6519 113.2 7
6290.3 6519 113.2 7
6313 6519 113.2 7
6335.6 6519 113.2 7
6358.2 6519 113.2 7
6380.9 6519 113.2 7
6403.5 6519 113.2 7
6426.2 6519 113.2 7
6448.8 6519 113.2 7
6471.4 6519 113.2 7
6494.1 6519 113.2 7
6516.7 6519 113.2 7
6539.4 6519 113.2 7
6562 6519 113.2 7
6584.6 6519 113.2 7
6607.3 6519 113.2 7
6629.9 6519 113.2 7
6652.6 6519 113.2 7
6675.2 6519 113.2 7
6697.8 6519 113.2 3
6720.5 6519 113.2 3
6743.1 6519 113.2 3
6765.8 6519 113.2 3
6788.4 6519 113.2 3
6811 6519 113.2 3
6833.7 6519 113.2 3
6856.3 6519 113.2 3
6879 6519 113.2 3
6901.6 6519 113.2 3
6924.2 6519 113.2 3
6946.9 6519 113.2 3
6969.5 6519 113.2 3
6992.2 6519 113.2 7
7014.8 6519 113.2 7
7037.4 6519 113.2 7
7060.1 6519 113.2 7
7082.7 6519 113.2 7
7105.4 6519 113.2 7
7128 6519 113.2 7
7150.6 6519 113.2 7
7173.3 6519 113.2 7
7195.9 6519 113.2 7
7218.6 6519 113.2 7
7241.2 6519 113.2 7
7263.8 6519 113.2 7
7286.5 6519 113.2 7
7309.1 6519 113.2 7
7331.8 6519 113.2 7
7354.4 6519 113.2 7
7377 6519 113.2 7
7399.7 6519 113.2 7
7422.3 6519 113.2 7
7445 6519 113.2 7
7467.6 6519 113.2 7
7490.2 6519 113.2 3
7512.9 6519 113.2 3
7535.5 6519 113.2 3
7558.2 6519 113.2 3
7580.8 6519 113.2 3
7603.4 6519 113.2 3
7626.1 6519 113.2 3
7648.7 6519 113.2 3
7671.4 6519 113.2 3
7694 6519 113.2 3
7716.6 6519 113.2 3
7739.3 6519 113.2 3
7761.9 6519 113.2 3
7784.6 6519 113.2 3
7807.2 6519 113.2 3
7829.8 6519 113.2 3
7852.5 6519 113.2 3
7875.1 6519 113.2 3
7897.8 6519 113.2 3
7920.4 6519 113.2 3
7943 6519 113.2 3
7965.7 6519 113.2 3
7988.3 6519 113.2 3
8011 6519 113.2 3
8033.6 6519 113.2 3
8056.2 6519 113.2 3
8078.9 6519 113.2 3
8101.5 6519 113.2 3
8124.2 6519 113.2 3
8146.8 6519 113.2 3
8169.4 6519 113.2 3
8192.1 6519 113.2 3
8214.7 6519 113.2 3
8237.4 6519 113.2 3
8260 6519 113.2 3
8282.6 6519 113.2 3
8305.3 6519 113.2 3
8327.9 6519 113.2 3
8350.6 6519 113.2 3
8373.2 6519 113.2 3
8395.8 6519 113.2 3
8418.5 6519 113.2 3
8441.1 6519 113.2 3
8463.8 6519 113.2 3
8486.4 6519 113.2 3
8509 6519 113.2 3
8531.7 6519 113.2 8
8554.3 6519 113.2 8
8577 6519 113.2 3
8599.6 6519 113.2 3
8622.2 6519 113.2 3
8644.9 6519 113.2 3
8667.5 6519 113.2 3
8690.2 6519 113.2 3
8712.8 6519 113.2 3
8735.4 6519 113.2 3
8758.1 6519 113.2 3
8780.7 6519 113.2 3
8803.4 6519 113.2 3
8826 6519 113.2 3
8848.6 6519 113.2 8
8871.3 6519 113.2 3
8893.9 6519 113.2 3
8916.6 6519 113.2 3
8939.2 6519 113.2 3
8961.8 6519 113.2 3
8984.5 6519 113.2 3
9007.1 6519 113.2 3
9029.8 6519 113.2 3
9052.4 6519 113.2 3
9075 6519 113.2 3
9097.7 6519 113.2 3
9120.3 6519 113.2 3
9143 6519 113.2 3
9165.6 6519 113.2 3
9188.2 6519 113.2 3
9210.9 6519 113.2 3
9233.5 6519 113.2 3
9256.2 6519 113.2 3
9278.8 6519 113.2 3
9301.4 6519 113.2 3
9324.1 6519 113.2 3
9346.7 6519 113.2 3
9369.4 6519 113.2 6
9392 6519 113.2 6
9414.6 6519 113.2 3
9437.3 6519 113.2 3
9459.9 6519 113.2 3
9482.6 6519 113.2 3
9505.2 6519 113.2 3
9527.8 6519 113.2 3
9550.5 6519 113.2 3
3075.4 6519 135.8 2
3098.1 6519 135.8 2
3120.7 6519 135.8 2
3143.4 6519 135.8 2
3166 6519 135.8 2
3188.6 6519 135.8 2
3211.3 6519 135.8 2
3233.9 6519 135.8 5
3256.6 6519 135.8 5
3279.2 6519 135.8 5
3301.8 6519 135.8 5
3324.5 6519 135.8 5
3347.1 6519 135.8 5
3369.8 6519 135.8 6
3392.4 6519 135.8 6
3415 6519 135.8 5
3437.7 6519 135.8 5
3460.3 6519 135.8 6
3483 6519 135.8 6
3505.6 6519 135.8 6
3528.2 6519 135.8 8
3550.9 6519 135.8 6
3573.5 6519 135.8 6
3596.2 6519 135.8 6
3618.8 6519 135.8 6
3641.4 6519 135.8 6
3664.1 6519 135.8 6
3686.7 6519 135.8 6
3709.4 6519 135.8 6
3732 6519 135.8 6
3754.6 6519 135.8 6
3777.3 6519 135.8 6
3799.9 6519 135.8 6
3822.6 6519 135.8 6
3845.2 6519 135.8 6
3867.8 6519 135.8 6
3890.5 6519 135.8 6
3913.1 6519 135.8 6
3935.8 6519 135.8 6
3958.4 6519 135.8 3
3981 6519 135.8 3
4003.7 6519 135.8 3
4026.3 6519 135.8 3
4049 6519 135.8 3
4071.6 6519 135.8 5
4094.2 6519 135.8 5
4116.9 6519 135.8 5
4139.5 6519 135.8 5
4162.2 6519 135.8 5
4184.8 6519 135.8 5
4207.4 6519 135.8 5
4230.1 6519 135.8 5
4252.7 6519 135.8 5
4275.4 6519 135.8 5
4298 6519 135.8 5
4320.6 6519 135.8 5
4343.3 6519 135.8 5
4365.9 6519 135.8 5
4388.6 6519 135.8 5
4411.2 6519 135.8 5
4433.8 6519 135.8 5
4456.5 6519 135.8 5
4479.1 6519 135.8 5
4501.8 6519 135.8 5
4524.4 6519 135.8 5
4547 6519 135.8 5
4569.7 6519 135.8 5
4592.3 6519 135.8 5
4615 6519 135.8 5
4637.6 6519 135.8 5
4660.2 6519 135.8 5
4682.9 6519 135.8 3
4705.5 6519 135.8 3
4728.2 6519 135.8 3
4750.8 6519 135.8 3
4773.4 6519 135.8 3
4796.1 6519 135.8 3
4818.7 6519 135.8 3
4841.4 6519 135.8 3
4864 6519 135.8 3
4886.6 6519 135.8 3
4909.3 6519 135.8 3
4931.9 6519 135.8 3
4954.6 6519 135.8 6
4977.2 6519 135.8 6
4999.8 6519 135.8 6
5022.5 6519 135.8 6
5045.1 6519 135.8 6
5067.8 6519 135.8 6
5090.4 6519 135.8 6
5113 6519 135.8 6
5135.7 6519 135.8 8
5158.3 6519 135.8 6
5181 6519 135.8 6
5203.6 6519 135.8 6
5226.2 6519 135.8 6
5248.9 6519 135.8 6
5271.5 6519 135.8 6
5294.2 6519 135.8 6
5316.8 6519 135.8 6
5339.4 6519 135.8 6
5362.1 6519 135.8 6
5384.7 6519 135.8 6
5407.4 6519 135.8 6
5430 6519 135.8 6
5452.6 6519 135.8 6
5475.3 6519 135.8 6
5497.9 6519 135.8 6
5520.6 6519 135.8 6
5543.2 6519 135.8 6
5565.8 6519 135.8 6
5588.5 6519 135.8 6
5611.1 6519 135.8 7
5633.8 6519 135.8 7
5656.4 6519 135.8 7
5679 6519 135.8 7
5701.7 6519 135.8 7
5724.3 6519 135.8 7
5747 6519 135.8 7
5769.6 6519 135.8 7
5792.2 6519 135.8 7
5814.9 6519 135.8 7
5837.5 6519 135.8 7
5860.2 6519 135.8 7
5882.8 6519 135.8 7
5905.4 6519 135.8 7
5928.1 6519 135.8 7
5950.7 6519 135.8 7
5973.4 6519 135.8 7
5996 6519 135.8 7
6018.6 6519 135.8 7
6041.3 6519 135.8 7
6063.9 6519 135.8 7
6086.6 6519 135.8 7
6109.2 6519 135.8 7
6131.8 6519 135.8 7
6154.5 6519 135.8 7
6177.1 6519 135.8 7
6199.8 6519 135.8 7
6222.4 6519 135.8 7
6245 6519 135.8 7
6267.7 6519 135.8 7
6290.3 6519 135.8 7
6313 6519 135.8 7
6335.6 6519 135.8 7
6358.2 6519 135.8 7
6380.9 6519 135.8 7
6403.5 6519 135.8 7
6426.2 6519 135.8 7
6448.8 6519 135.8 7
6471.4 6519 135.8 7
6494.1 6519 135.8 7
6516.7 6519 135.8 7
6539.4 6519 135.8 7
6562 6519 135.8 7
6584.6 6519 135.8 7
6607.3 6519 135.8 7
6629.9 6519 135.8 7
6652.6 6519 135.8 7
6675.2 6519 135.8 7
6697.8 6519 135.8 7
6720.5 6519 135.8 7
6743.1 6519 135.8 7
6765.8 6519 135.8 7
6788.4 6519 135.8 3
6811 6519 135.8 3
6833.7 6519 135.8 3
6856.3 6519 135.8 3
6879 6519 135.8 3
6901.6 6519 135.8 3
6924.2 6519 135.8 3
6946.9 6519 135.8 3
6969.5 6519 135.8 3
6992.2 6519 135.8 3
7014.8 6519 135.8 3
7037.4 6519 135.8 3
7060.1 6519 135.8 3
7082.7 6519 135.8 3
7105.4 6519 135.8 3
7128 6519 135.8 3
7150.6 6519 135.8 3
7173.3 6519 135.8 3
7195.9 6519 135.8 3
7218.6 6519 135.8 3
7241.2 6519 135.8 3
7263.8 6519 135.8 3
7286.5 6519 135.8 3
7309.1 6519 135.8 3
7331.8 6519 135.8 3
7354.4 6519 135.8 7
7377 6519 135.8 7
7399.7 6519 135.8 7
7422.3 6519 135.8 7
7445 6519 135.8 7
7467.6 6519 135.8 7
7490.2 6519 135.8 7
7512.9 6519 135.8 7
7535.5 6519 135.8 3
7558.2 6519 135.8 3
7580.8 6519 135.8 3
7603.4 6519 135.8 3
7626.1 6519 135.8 3
7648.7 6519 135.8 3
7671.4 6519 135.8 3
7694 6519 135.8 3
7716.6 6519 135.8 3
7739.3 6519 135.8 7
7761.9 6519 135.8 7
7784.6 6519 135.8 7
7807.2 6519 135.8 3
7829.8 6519 135.8 3
7852.5 6519 135.8 3
7875.1 6519 135.8 3
7897.8 6519 135.8 3
7920.4 6519 135.8 3
7943 6519 135.8 3
7965.7 6519 135.8 3
7988.3 6519 135.8 3
8011 6519 135.8 3
8033.6 6519 135.8 3
8056.2 6519 135.8 3
8078.9 6519 135.8 3
8101.5 6519 135.8 3
8124.2 6519 135.8 3
8146.8 6519 135.8 3
8169.4 6519 135.8 3
8192.1 6519 135.8 3
8214.7 6519 135.8 3
8237.4 6519 135.8 3
8260 6519 135.8 3
8282.6 6519 135.8 3
8305.3 6519 135.8 3
8327.9 6519 135.8 3
8350.6 6519 135.8 3
8373.2 6519 135.8 3
8395.8 6519 135.8 3
8418.5 6519 135.8 3
8441.1 6519 135.8 3
8463.8 6519 135.8 3
8486.4 6519 135.8 3
8509 6519 135.8 3
8531.7 6519 135.8 3
8554.3 6519 135.8 3
8577 6519 135.8 3
8599.6 6519 135.8 3
8622.2 6519 135.8 3
8644.9 6519 135.8 3
8667.5 6519 135.8 3
8690.2 6519 135.8 3
8712.8 6519 135.8 3
8735.4 6519 135.8 3
8758.1 6519 135.8 3
8780.7 6519 135.8 3
8803.4 6519 135.8 3
8826 6519 135.8 3
8848.6 6519 135.8 3
8871.3 6519 135.8 3
8893.9 6519 135.8 3
8916.6 6519 135.8 3
8939.2 6519 135.8 3
8961.8 6519 135.8 3
8984.5 6519 135.8 3
9007.1 6519 135.8 3
9029.8 6519 135.8 3
9052.4 6519 135.8 3
9075 6519 135.8 3
9097.7 6519 135.8 3
9120.3 6519 135.8 3
9143 6519 135.8 3
9165.6 6519 135.8 3
9188.2 6519 135.8 3
9210.9 6519 135.8 3
9233.5 6519 135.8 3
9256.2 6519 135.8 6
9278.8 6519 135.8 6
9301.4 6519 135.8 6
9324.1 6519 135.8 6
9346.7 6519 135.8 6
9369.4 6519 135.8 6
9392 6519 135.8 6
9414.6 6519 135.8 3
9437.3 6519 135.8 8
9459.9 6519 135.8 3
9482.6 6519 135.8 3
9505.2 6519 135.8 3
9527.8 6519 135.8 3
9550.5 6519 135.8 3
3075.4 6519 158.5 2
3098.1 6519 158.5 2
3120.7 6519 158.5 2
3143.4 6519 158.5 2
3166 6519 158.5 2
3188.6 6519 158.5 2
3211.3 6519 158.5 2
3233.9 6519 158.5 2
3256.6 6519 158.5 2
3279.2 6519 158.5 5
3301.8 6519 158.5 5
3324.5 6519 158.5 5
3347.1 6519 158.5 6
3369.8 6519 158.5 5
3392.4 6519 158.5 5
3415 6519 158.5 2
3437.7 6519 158.5 2
3460.3 6519 158.5 2
3483 6519 158.5 2
3505.6 6519 158.5 2
3528.2 6519 158.5 2
3550.9 6519 158.5 6
3573.5 6519 158.5 6
3596.2 6519 158.5 6
3618.8 6519 158.5 6
3641.4 6519 158.5 6
3664.1 6519 158.5 6
3686.7 6519 158.5 6
3709.4 6519 158.5 6
3732 6519 158.5 6
3754.6 6519 158.5 3
3777.3 6519 158.5 3
3799.9 6519 158.5 3
3822.6 6519 158.5 3
3845.2 6519 158.5 3
3867.8 6519 158.5 3
3890.5 6519 158.5 3
3913.1 6519 158.5 6
3935.8 6519 158.5 6
3958.4 6519 158.5 6
3981 6519 158.5 6
4003.7 6519 158.5 6
4026.3 6519 158.5 3
4049 6519 158.5 3
4071.6 6519 158.5 7
4094.2 6519 158.5 5
4116.9 6519 158.5 5
4139.5 6519 158.5 5
4162.2 6519 158.5 5
4184.8 6519 158.5 5
4207.4 6519 158.5 5
4230.1 6519 158.5 5
4252.7 6519 158.5 5
4275.4 6519 158.5 5
4298 6519 158.5 5
4320.6 6519 158.5 5
4343.3 6519 158.5 5
4365.9 6519 158.5 5
4388.6 6519 158.5 5
4411.2 6519 158.5 5
4433.8 6519 158.5 5
4456.5 6519 158.5 5
4479.1 6519 158.5 5
4501.8 6519 158.5 5
4524.4 6519 158.5 5
4547 6519 158.5 5
4569.7 6519 158.5 5
4592.3 6519 158.5 5
4615 6519 158.5 3
4637.6 6519 158.5 3
4660.2 6519 158.5 3
4682.9 6519 158.5 3
4705.5 6519 158.5 3
4728.2 6519 158.5 3
4750.8 6519 158.5 3
4773.4 6519 158.5 3
4796.1 6519 158.5 3
4818.7 6519 158.5 3
4841.4 6519 158.5 3
4864 6519 158.5 3
4886.6 6519 158.5 6
4909.3 6519 158.5 6
4931.9 6519 158.5 6
4954.6 6519 158.5 6
4977.2 6519 158.5 6
4999.8 6519 158.5 6
5022.5 6519 158.5 6
5045.1 6519 158.5 6
5067.8 6519 158.5 2
5090.4 6519 158.5 2
5113 6519 158.5 2
5135.7 6519 158.5 2
5158.3 6519 158.5 2
5181 6519 158.5 3
5203.6 6519 158.5 3
5226.2 6519 158.5 3
5248.9 6519 158.5 3
5271.5 6519 158.5 3
5294.2 6519 158.5 6
5316.8 6519 158.5 6
5339.4 6519 158.5 6
5362.1 6519 158.5 6
5384.7 6519 158.5 6
5407.4 6519 158.5 6
5430 6519 158.5 6
5452.6 6519 158.5 6
5475.3 6519 158.5 6
5497.9 6519 158.5 6
5520.6 6519 158.5 6
5543.2 6519 158.5 3
5565.8 6519 158.5 3
5588.5 6519 158.5 3
5611.1 6519 158.5 3
5633.8 6519 158.5 3
5656.4 6519 158.5 3
5679 6519 158.5 3
5701.7 6519 158.5 3
5724.3 6519 158.5 7
5747 6519 158.5 7
5769.6 6519 158.5 7
5792.2 6519 158.5 3
5814.9 6519 158.5 3
5837.5 6519 158.5 3
5860.2 6519 158.5 3
5882.8 6519 158.5 3
5905.4 6519 158.5 3
5928.1 6519 158.5 3
5950.7 6519 158.5 3
5973.4 6519 158.5 3
5996 6519 158.5 3
6018.6 6519 158.5 3
6041.3 6519 158.5 3
6063.9 6519 158.5 3
6086.6 6519 158.5 3
6109.2 6519 158.5 3
6131.8 6519 158.5 3
6154.5 6519 158.5 3
6177.1 6519 158.5 3
6199.8 6519 158.5 3
6222.4 6519 158.5 3
6245 6519 158.5 3
6267.7 6519 158.5 3
6290.3 6519 158.5 3
6313 6519 158.5 3
6335.6 6519 158.5 3
6358.2 6519 158.5 3
6380.9 6519 158.5 3
6403.5 6519 158.5 3
6426.2 6519 158.5 3
6448.8 6519 158.5 3
6471.4 6519 158.5 3
6494.1 6519 158.5 3
6516.7 6519 158.5 3
6539.4 6519 158.5 3
6562 6519 158.5 3
6584.6 6519 158.5 3
6607.3 6519 158.5 3
6629.9 6519 158.5 3
6652.6 6519 158.5 3
6675.2 6519 158.5 3
6697.8 6519 158.5 3
6720.5 6519 158.5 3
6743.1 6519 158.5 3
6765.8 6519 158.5 3
6788.4 6519 158.5 3
6811 6519 158.5 3
6833.7 6519 158.5 3
6856.3 6519 158.5 3
6879 6519 158.5 3
6901.6 6519 158.5 3
6924.2 6519 158.5 3
6946.9 6519 158.5 3
6969.5 6519 158.5 3
6992.2 6519 158.5 3
7014.8 6519 158.5 3
7037.4 6519 158.5 3
7060.1 6519 158.5 3
7082.7 6519 158.5 3
7105.4 6519 158.5 3
7128 6519 158.5 3
7150.6 6519 158.5 3
7173.3 6519 158.5 3
7195.9 6519 158.5 3
7218.6 6519 158.5 3
7241.2 6519 158.5 8
7263.8 6519 158.5 3
7286.5 6519 158.5 3
7309.1 6519 158.5 3
7331.8 6519 158.5 3
7354.4 6519 158.5 3
7377 6519 158.5 3
7399.7 6519 158.5 3
7422.3 6519 158.5 3
7445 6519 158.5 3
7467.6 6519 158.5 3
7490.2 6519 158.5 3
7512.9 6519 158.5 3
7535.5 6519 158.5 3
7558.2 6519 158.5 3
7580.8 6519 158.5 3
7603.4 6519 158.5 3
7626.1 6519 158.5 3
7648.7 6519 158.5 3
7671.4 6519 158.5 3
7694 6519 158.5 7
7716.6 6519 158.5 7
7739.3 6519 158.5 7
7761.9 6519 158.5 7
7784.6 6519 158.5 7
7807.2 6519 158.5 7
7829.8 6519 158.5 7
7852.5 6519 158.5 7
7875.1 6519 158.5 3
7897.8 6519 158.5 3
7920.4 6519 158.5 3
7943 6519 158.5 3
7965.7 6519 158.5 3
7988.3 6519 158.5 3
8011 6519 158.5 3
8033.6 6519 158.5 3
8056.2 6519 158.5 3
8078.9 6519 158.5 3
8101.5 6519 158.5 3
8124.2 6519 158.5 3
8146.8 6519 158.5 3
8169.4 6519 158.5 3
8192.1 6519 158.5 3
