,X_m,Y_m,Z_m,Hydraulic_conductivity_m/s
64,1,0,1.4,5.92641914E-05
65,1,0,1.45,5.60859856E-05
66,1,0,1.5,7.31656684E-05
67,1,0,1.55,0.000111244515
68,1,0,1.6,9.30851172E-05
69,1,0,1.65,0.000117028023
70,1,0,1.7,0.000158037843
71,1,0,1.75,0.000121914907
72,2,0,0,8.81364895E-05
73,2,0,0.05,0.000126326302
74,2,0,0.1,0.000158690892
75,2,0,0.15,0.000125632607
76,2,0,0.2,0.000160013316
77,2,0,0.25,0.000159302145
78,2,0,0.3,0.000170925049
79,2,0,0.35,0.000199265107
80,2,0,0.4,0.000222961498
81,2,0,0.45,0.000209608087
82,2,0,0.5,0.000195223218
83,2,0,0.55,0.00019494008
84,2,0,0.6,0.000106559718
85,2,0,0.65,5.65168448E-05
86,2,0,0.7,6.24442212E-05
87,2,0,0.75,6.21410939E-05
88,2,0,0.8,0.000100531926
89,2,0,0.85,5.23808151E-05
90,2,0,0.9,7.50062423E-05
91,2,0,0.95,0.000123881277
92,2,0,1,0.000139250127
93,2,0,1.05,0.000146019756
94,2,0,1.1,0.000105962336
95,2,0,1.15,0.000129757386
96,2,0,1.2,0.000135700338
97,2,0,1.25,0.000168752273
98,2,0,1.3,0.000137645863
99,2,0,1.35,0.000122049027
100,2,0,1.4,7.30098784E-05
101,2,0,1.45,7.30098784E-05
102,2,0,1.5,5.21276657E-05
103,2,0,1.55,6.29560591E-05
104,2,0,1.6,7.08546052E-05
105,2,0,1.65,9.36663318E-05
106,2,0,1.7,5.15772042E-05
107,2,0,1.75,0.00011003781
108,3,0,0,0.000125755722
109,3,0,0.05,0.000150012483
110,3,0,0.1,0.000187332663
111,3,0,0.15,0.000180296695
112,3,0,0.2,0.000182872361
113,3,0,0.25,0.000222961498
114,3,0,0.3,0.000229959257
115,3,0,0.35,0.000205449196
116,3,0,0.4,0.00025100128
117,3,0,0.45,0.000203191513
118,3,0,0.5,0.00015300078
119,3,0,0.55,0.000232408593
120,3,0,0.6,3.66840481E-05
121,3,0,0.65,8.20581106E-05
122,3,0,0.7,8.00066584E-05
123,3,0,0.75,9.7135455E-05
124,3,0,0.8,8.14556282E-05
125,3,0,0.85,5.79637233E-05
126,3,0,0.9,7.57804415E-05
127,3,0,0.95,0.000126326302
128,3,0,1,0.000156241959
129,3,0,1.05,0.000151193685
130,3,0,1.1,0.000130214279
131,3,0,1.15,0.000116291997
132,3,0,1.2,0.000147138681
133,3,0,1.25,0.000165939735
134,3,0,1.3,0.000148050322
135,3,0,1.35,0.00013696613
136,3,0,1.4,0.00017221164
137,3,0,1.45,0.000158037843
138,3,0,1.5,0.000131437414
139,3,0,1.55,0.000168094797
140,3,0,1.6,0.00021376217
141,3,0,1.65,0.000229959257
142,3,0,1.7,0.000235602429
143,3,0,1.75,9.50574154E-05
144,4,0,0,0.000108178016
145,4,0,0.05,0.000107502486
146,4,0,0.1,0.000102682341
147,4,0,0.15,0.000130623115
148,4,0,0.2,0.00020423352
149,4,0,0.25,0.000205364684
150,4,0,0.3,0.000208931386
151,4,0,0.35,0.000214542994
152,4,0,0.4,0.000214542994
153,4,0,0.45,0.000179518715
154,4,0,0.5,0.000226487355
155,4,0,0.55,0.000232583996
156,4,0,0.6,0.000229694754
157,4,0,0.65,0.000255040381
158,4,0,0.7,0.000247762554
159,4,0,0.75,7.64067261E-05
160,4,0,0.8,6.9775199E-05
161,4,0,0.85,9.73180404E-05
162,4,0,0.9,8.49628231E-05
163,4,0,0.95,3.36442718E-05
164,4,0,1,8.55305032E-05
165,4,0,1.05,0.000110390612
166,4,0,1.1,0.000150600768
167,4,0,1.15,0.000136666177
168,4,0,1.2,0.00012368179
169,4,0,1.25,0.000125091843
170,4,0,1.3,0.000103298478
171,4,0,1.35,0.000153612784
172,4,0,1.4,0.000147138681
173,4,0,1.45,0.000115436337
174,4,0,1.5,0.00010435651
175,4,0,1.55,0.0001416891
176,4,0,1.6,0.000144372917
177,4,0,1.65,0.000145022962
178,4,0,1.7,0.000135700338
179,4,0,1.75,0.000110721123
180,5,0,0,0.000128885231
181,5,0,0.05,0.000109723416
182,5,0,0.1,0.000114979628
183,5,0,0.15,0.00017240492
184,5,0,0.2,0.000131872637
185,5,0,0.25,0.000209853529
186,5,0,0.3,0.000167699545
187,5,0,0.35,0.00019898029
188,5,0,0.4,0.000214542994
189,5,0,0.45,0.000172987369
190,5,0,0.5,0.000192980884
191,5,0,0.55,0.000182171701
192,5,0,0.6,0.000134925589
193,5,0,0.65,6.48786938E-05
194,5,0,0.7,0.000107636585
195,5,0,0.75,9.29859462E-05
196,5,0,0.8,6.92525383E-05
197,5,0,0.85,6.93198484E-05
198,5,0,0.9,8.24102918E-05
199,5,0,0.95,3.36364329E-05
200,5,0,1,7.5713948E-05
201,5,0,1.05,0.000103712334
202,5,0,1.1,0.000110934642
203,5,0,1.15,0.000131872637
204,5,0,1.2,9.88226708E-05
205,5,0,1.25,0.000106881084
206,5,0,1.3,8.80496552E-05
207,5,0,1.35,8.8683106E-05
208,5,0,1.4,0.000101595756
209,5,0,1.45,7.25958337E-05
210,5,0,1.5,7.48600313E-05
211,5,0,1.55,7.12540567E-05
212,5,0,1.6,0.000103792421
213,5,0,1.65,9.60079901E-05
214,5,0,1.7,0.000101337243
215,5,0,1.75,6.24442212E-05
216,6,0,0,0.000220708022
217,6,0,0.05,0.000229959257
218,6,0,0.1,0.000178619515
219,6,0,0.15,0.000204314118
220,6,0,0.2,0.000213351089
221,6,0,0.25,0.000317381785
222,6,0,0.3,0.000166247601
223,6,0,0.35,0.000216967209
224,6,0,0.4,0.000176941891
225,6,0,0.45,0.000133177958
226,6,0,0.5,8.11838235E-05
227,6,0,0.55,0.000100316212
228,6,0,0.6,6.53115579E-05
229,6,0,0.65,6.9775199E-05
230,6,0,0.7,4.74722149E-05
231,6,0,0.75,4.9552511E-05
232,6,0,0.8,6.79616666E-05
233,6,0,0.85,0.000118895343
234,6,0,0.9,9.88792924E-05
235,6,0,0.95,9.92330642E-05
236,6,0,1,0.000102136159
237,6,0,1.05,0.000143832194
238,6,0,1.1,7.44247985E-05
239,6,0,1.15,7.30098784E-05
240,6,0,1.2,8.68850588E-05
241,6,0,1.25,0.000109099988
242,6,0,1.3,7.74815888E-05
243,6,0,1.35,8.38497728E-05
244,6,0,1.4,4.5671487E-05
245,6,0,1.45,4.20988759E-05
246,6,0,1.5,4.23675921E-05
247,6,0,1.55,4.62939138E-05
248,6,0,1.6,4.82733777E-05
249,6,0,1.65,5.28969642E-05
250,6,0,1.7,7.5858165E-05
251,6,0,1.75,9.72232807E-05
252,7,0,0,0.000135923333
253,7,0,0.05,0.000164568333
254,7,0,0.1,0.000254325801
255,7,0,0.15,0.000232583996
256,7,0,0.2,0.000203191513
257,7,0,0.25,0.000221983791
258,7,0,0.3,0.000220030589
259,7,0,0.35,0.000244606344
260,7,0,0.4,0.000149116352
261,7,0,0.45,0.000187332663
262,7,0,0.5,0.000196939466
263,7,0,0.55,6.74734627E-05
264,7,0,0.6,6.76112606E-05
265,7,0,0.65,6.51071399E-05
266,7,0,0.7,2.3051138E-05
267,7,0,0.75,4.29565951E-05
268,7,0,0.8,0.000100064162
269,7,0,0.85,0.000116790429
270,7,0,0.9,8.4217535E-05
271,7,0,0.95,8.45885374E-05
272,7,0,1,0.000122859984
273,7,0,1.05,0.000242838637
274,7,0,1.1,7.35693411E-05
275,7,0,1.15,5.27574404E-05
276,7,0,1.2,7.01724012E-05
277,7,0,1.25,8.64038671E-05
278,7,0,1.3,0.000108221566
279,7,0,1.35,7.93580589E-05
280,7,0,1.4,4.48796789E-05
281,7,0,1.45,7.97001195E-05
282,7,0,1.5,6.40053267E-05
283,7,0,1.55,6.38229754E-05
284,7,0,1.6,0.000118895343
285,7,0,1.65,7.05941104E-05
286,7,0,1.7,7.66530859E-05
287,7,0,1.75,0.000122049027
288,8,0,0,0.000143295507
289,8,0,0.05,0.000180296695
290,8,0,0.1,0.000182685947
291,8,0,0.15,0.000185522685
292,8,0,0.2,0.00017221164
293,8,0,0.25,0.000171442839
294,8,0,0.3,0.000213351089
295,8,0,0.35,0.000230205413
296,8,0,0.4,0.000168862353
297,8,0,0.45,0.000180394416
298,8,0,0.5,0.00021376217
299,8,0,0.55,0.000151045018
300,8,0,0.6,0.000105358561
301,8,0,0.65,0.0001271629
302,8,0,0.7,0.000118909502
303,8,0,0.75,0.000119679143
304,8,0,0.8,0.000135461008
305,8,0,0.85,8.88962871E-05
306,8,0,0.9,7.53003844E-05
307,8,0,0.95,7.58956444E-05
308,8,0,1,7.41099308E-05
309,8,0,1.05,9.29167215E-05
310,8,0,1.1,0.000137645863
311,8,0,1.15,0.000146019756
312,8,0,1.2,9.94109013E-05
313,8,0,1.25,5.13622992E-05
314,8,0,1.3,0.000147334085
315,8,0,1.35,7.28713397E-05
316,8,0,1.4,9.32116405E-05
317,8,0,1.45,7.63058259E-05
318,8,0,1.5,6.38702167E-05
319,8,0,1.55,0.000235602429
320,8,0,1.6,0.000196184909
321,8,0,1.65,0.000145466651
322,8,0,1.7,3.8561893E-05
323,8,0,1.75,2.11077942E-05
324,9,0,0,0.000174437997
325,9,0,0.05,0.000203191513
326,9,0,0.1,0.000137645863
327,9,0,0.15,0.000206239386
328,9,0,0.2,0.000229959257
329,9,0,0.25,0.000183073541
330,9,0,0.3,0.000146957699
331,9,0,0.35,0.000154963177
332,9,0,0.4,0.000183323898
333,9,0,0.45,0.000196706677
334,9,0,0.5,0.00014280528
335,9,0,0.55,6.33324198E-05
336,9,0,0.6,0.000102682341
337,9,0,0.65,0.000116790429
338,9,0,0.7,0.00011062649
339,9,0,0.75,0.00013334443
340,9,0,0.8,0.000120067712
341,9,0,0.85,0.000115672277
342,9,0,0.9,0.000118882198
343,9,0,0.95,9.16544054E-05
344,9,0,1,7.27969595E-05
345,9,0,1.05,0.000134748056
346,9,0,1.1,0.000202122083
347,9,0,1.15,0.00017391064
348,9,0,1.2,8.84709453E-05
349,9,0,1.25,0.000109410815
350,9,0,1.3,0.000103878807
351,9,0,1.35,6.77305045E-05
352,9,0,1.4,6.81944121E-05
353,9,0,1.45,0.000106675544
354,9,0,1.5,0.000102408522
355,9,0,1.55,0.000123881277
356,9,0,1.6,9.89773094E-05
357,9,0,1.65,8.04556296E-05
358,9,0,1.7,0.000133024659
359,9,0,1.75,8.00451417E-05
360,10,0,0,0.000188746618
361,10,0,0.05,0.000187332663
362,10,0,0.1,0.000232746642
363,10,0,0.15,0.000225003031
364,10,0,0.2,0.000205364684
365,10,0,0.25,0.00015317514
366,10,0,0.3,0.000160013316
367,10,0,0.35,0.000170418688
368,10,0,0.4,0.000156645439
369,10,0,0.45,2.98393131E-05
370,10,0,0.5,7.66689168E-05
371,10,0,0.55,9.57344628E-05
372,10,0,0.6,9.41254798E-05
373,10,0,0.65,9.50574154E-05
374,10,0,0.7,0.000105793928
375,10,0,0.75,8.88962871E-05
376,10,0,0.8,9.14361804E-05
377,10,0,0.85,7.29405433E-05
378,10,0,0.9,0.000100531926
379,10,0,0.95,0.00010476163
380,10,0,1,0.00017391064
381,10,0,1.05,0.000157365342
382,10,0,1.1,0.000101595756
383,10,0,1.15,1.23057585E-05
384,10,0,1.2,0.000122693916
385,10,0,1.25,9.95638415E-05
386,10,0,1.3,7.67237665E-05
387,10,0,1.35,0.00010476163
388,10,0,1.4,7.74257985E-05
389,10,0,1.45,0.000100008322
390,10,0,1.5,5.2059525E-05
391,10,0,1.55,9.78329506E-05
392,10,0,1.6,9.79573408E-05
393,10,0,1.65,6.20407044E-05
394,10,0,1.7,8.53404356E-05
395,10,0,1.75,8.77214459E-05
396,11,0,0,0.00018825096
397,11,0,0.05,0.000182171701
398,11,0,0.1,0.000235546849
399,11,0,0.15,0.000297699193
400,11,0,0.2,0.000329136666
401,11,0,0.25,0.00030238737
402,11,0,0.3,0.000221442248
403,11,0,0.35,0.000153612784
404,11,0,0.4,0.000150012483
405,11,0,0.45,9.08543544E-05
406,11,0,0.5,9.05735756E-05
407,11,0,0.55,9.55303383E-05
408,11,0,0.6,9.55303383E-05
409,11,0,0.65,9.94901448E-05
410,11,0,0.7,4.62939138E-05
411,11,0,0.75,2.35602429E-05
412,11,0,0.8,4.73506472E-05
413,11,0,0.85,3.75765127E-05
414,11,0,0.9,8.61058204E-05
415,11,0,0.95,0.000107928283
416,11,0,1,9.83533388E-05
417,11,0,1.05,4.12990881E-05
418,11,0,1.1,3.49535495E-05
419,11,0,1.15,4.34917282E-05
420,11,0,1.2,6.33716106E-05
421,11,0,1.25,1.27938741E-05
422,11,0,1.3,9.00215565E-05
423,11,0,1.35,9.73180404E-05
424,11,0,1.4,8.22338242E-05
425,11,0,1.45,8.33170221E-05
426,11,0,1.5,2.66693614E-05
427,11,0,1.55,4.72900965E-05
428,11,0,1.6,5.33377723E-05
429,11,0,1.65,0.00012930369
430,11,0,1.7,0.000121914907
431,11,0,1.75,4.2752434E-05
432,12,0,0,0.000164359357
433,12,0,0.05,0.000206468795
434,12,0,0.1,0.00017221164
435,12,0,0.15,0.000198136997
436,12,0,0.2,0.000175264717
437,12,0,0.25,0.000175357059
438,12,0,0.3,0.000182872361
439,12,0,0.35,0.000166247601
440,12,0,0.4,0.000169177074
441,12,0,0.45,7.71148515E-05
442,12,0,0.5,7.25114813E-05
443,12,0,0.55,6.8822932E-05
444,12,0,0.6,0.000101061041
445,12,0,0.65,5.79233726E-05
446,12,0,0.7,1.53449341E-05
447,12,0,0.75,2.01407126E-05
448,12,0,0.8,0.000107815905
449,12,0,0.85,0.000102136159
450,12,0,0.9,8.22841661E-05
451,12,0,0.95,8.00066584E-05
452,12,0,1,0.000102157058
453,12,0,1.05,0.000103792421
454,12,0,1.1,8.38497728E-05
455,12,0,1.15,0.000107057893
456,12,0,1.2,9.16057333E-06
457,12,0,1.25,4.19817176E-05
458,12,0,1.3,0.000122049027
459,12,0,1.35,7.74257985E-05
460,12,0,1.4,8.22338242E-05
461,12,0,1.45,5.37512434E-05
462,12,0,1.5,2.68542834E-05
463,12,0,1.55,5.33377723E-05
464,12,0,1.6,7.68063921E-05
465,12,0,1.65,7.34788499E-05
466,12,0,1.7,7.86826712E-05
467,12,0,1.75,7.22282333E-05
468,13,0,0,0.000188677833
469,13,0,0.05,0.000207584842
470,13,0,0.1,0.000246174333
471,13,0,0.15,0.000216443133
472,13,0,0.2,0.000107815905
473,13,0,0.25,0.000101595756
474,13,0,0.3,0.000156747739
475,13,0,0.35,0.00015300078
476,13,0,0.4,7.29405433E-05
477,13,0,0.45,6.40053267E-05
478,13,0,0.5,5.98395719E-05
479,13,0,0.55,4.43947844E-05
480,13,0,0.6,6.45431866E-05
481,13,0,0.65,0.000107928283
482,13,0,0.7,6.92525383E-05
483,13,0,0.75,6.2679416E-05
484,13,0,0.8,0.000106675544
485,13,0,0.85,0.000105059247
486,13,0,0.9,7.48600313E-05
487,13,0,0.95,8.45885374E-05
488,13,0,1,6.5606116E-05
489,13,0,1.05,7.834927E-05
490,13,0,1.1,0.000100491454
491,13,0,1.15,2.81526475E-06
492,13,0,1.2,6.51071399E-05
493,13,0,1.25,6.89941333E-05
494,13,0,1.3,0.000107502486
495,13,0,1.35,8.48184755E-05
496,13,0,1.4,7.70319858E-05
497,13,0,1.45,7.88504381E-05
498,13,0,1.5,2.57691298E-05
499,13,0,1.55,4.0196582E-05
500,13,0,1.6,6.78547806E-05
501,13,0,1.65,7.48600313E-05
502,13,0,1.7,7.75822142E-05
503,13,0,1.75,8.32902148E-05
504,14,0,0,0.000176973253
505,14,0,0.05,0.00015218459
506,14,0,0.1,0.000213351089
507,14,0,0.15,0.000103878807
508,14,0,0.2,0.000146957699
509,14,0,0.25,0.000156747739
510,14,0,0.3,0.000143832194
